# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186020970913672645e+00 1.896534048422721108e-01 1.601164700872089242e+01 2.466776583725552030e-01 -1.272592082219107468e+00 3.965695276468103048e-01 5.116852387326078500e+00 3.001835432529315062e-02 1.842134339002676410e-02 7.926212467899603986e+00 1.884811478633442033e-02 1.361248918041708111e-01 2.655728921958222521e-02 1.361248918041708111e-01 -3.553915861826851597e+00 -3.968759937615171207e+00 2.038952485717884144e+01 2.882579823144212604e-05
1.185941578441052302e+00 1.656283311207960574e-01 1.488916790415019875e+01 2.849040239978684053e-01 -1.171693052967440307e+00 5.467938534785010685e-01 5.413694337020602987e+00 1.524777082522875589e-02 2.270935553222047307e-02 2.990444989994345271e+00 2.177798599579670175e-02 1.399444158831472385e-01 2.641731578416130211e-02 1.399444158831472385e-01 -3.737295918898894342e+00 -3.804449686157064470e+00 2.038952485717884144e+01 2.828130406216675059e-05
1.185957076448542091e+00 1.840070791361628211e-01 1.629522759051976877e+01 3.565228259689138812e-01 -1.295088882949954501e+00 2.729861766973968873e-01 5.877237267762143169e+00 2.320018553295564653e-02 9.633371037655068247e-03 1.555831722863161737e+01 1.874606938246345736e-02 1.430714553440437520e-01 2.608651337955250615e-02 1.430714553440437520e-01 -3.998249698047004586e+00 -3.530324060989410651e+00 2.038952485717884144e+01 2.865628522003164233e-05
1.185965749624978249e+00 1.770230118095874050e-01 1.746507487906483647e+01 1.580881067351678659e+00 -1.347423147105468288e+00 2.247584589515355113e-01 5.497202887127901505e+00 1.684795715822836812e-02 2.369618888269474019e-02 8.014742084137717271e+00 1.855883933125331703e-02 1.378175626326153258e-01 2.667213556297383034e-02 1.378175626326153258e-01 -1.091586788718132084e+00 -3.751018394429228575e+00 2.038952485717884144e+01 4.204566465759527051e-04
1.186016943873945184e+00 1.888072151193325998e-01 1.537165417564769854e+01 1.754763513177943490e-01 -1.232509104144793755e+00 4.420491894781453102e-01 5.757586353146977309e+00 3.495819222434781715e-02 9.970566973384683770e-03 1.153610407826695372e+01 1.997285976809754643e-02 1.391029083981863146e-01 2.624335628914479385e-02 1.391029083981863146e-01 -1.113102000780997969e+00 -3.595927177143328990e+00 2.038952485717884144e+01 4.805433196090722232e-04
1.185970676161395954e+00 1.669384570554467706e-01 1.515040866584625689e+01 2.718302477493136915e-01 -1.184924051286658564e+00 5.705037919749450515e-01 5.489675268293773946e+00 2.958257822544560142e-02 4.072435680258472933e-03 6.145934084085077131e+00 1.965659247718203051e-02 1.357876678465509412e-01 2.705877466472391898e-02 1.357876678465509412e-01 -1.632687483788913596e+00 -3.759671656076684076e+00 2.038952485717884144e+01 2.426420756239468549e-04
1.186015406760010382e+00 1.695479759808972420e-01 1.359802435527512543e+01 7.193355660351807845e-02 -1.054319170196620137e+00 5.765236883721641670e-01 5.659021849138607507e+00 2.889565138494043853e-02 3.046251237368213880e-03 5.281900328277572498e+00 1.830033616464813925e-02 1.504967594628907890e-01 2.549301903760114660e-02 1.504967594628907890e-01 -6.401851105381524576e+00 -3.660832173098850895e+00 2.038952485717884144e+01 2.273369924921808880e-06
1.186011583714485340e+00 1.923813905912498678e-01 1.678763165756209830e+01 4.381796250240406199e-01 -1.321025994448022045e+00 1.972447505184648231e-01 5.413545406845236663e+00 2.614148760877589225e-02 2.776978354264774893e-02 7.169175468843587140e+00 1.993439051208085316e-02 1.422316777058020287e-01 2.653559228297865460e-02 1.422316777058020287e-01 -4.688334796874755739e-01 -3.792601361717438113e+00 2.038952485717884144e+01 7.518311138941621190e-04
1.186002737547150465e+00 1.731909617174588467e-01 1.598934358566357794e+01 3.616415553659960147e-01 -1.265680999890758329e+00 4.224999617666176932e-01 5.085399469498045555e+00 1.626457487288554896e-02 1.995690259373109759e-02 4.152180271621682905e+00 1.805735248167521581e-02 1.374191166877694603e-01 2.625960696014200194e-02 1.374191166877694603e-01 -6.335211508984230022e+00 -3.994932298401317361e+00 2.038952485717884144e+01 1.739856694164659699e-06
1.185981200156103421e+00 1.781142443169302647e-01 1.541571341907797255e+01 2.086132628047679960e-01 -1.222360903341668692e+00 4.209913580215405293e-01 5.307158397365010494e+00 2.019250911269348039e-02 2.107303175705873069e-02 4.439247245754223137e+00 1.820987581736040889e-02 1.418873962499010710e-01 2.659172343737459948e-02 1.418873962499010710e-01 -2.596457244944929244e+00 -3.861494586492433267e+00 2.038952485717884144e+01 8.359592092251733704e-05
