# mc delta_mc R14 log_alpha_dyn log_f_disk theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185973109863496244e+00 2.049628907053234750e-01 1.773723042023092944e+01 5.719904448375224826e-01 -1.386090694419792158e+00 5.320233400895327591e+00 2.524057819882737780e-02 2.818470650724452450e-02 8.108096398973218655e+00 1.639424734297856637e-02 1.445195146678333042e-01 2.581178077920769087e-02 1.445195146678333042e-01 -5.920463908593490032e+00 -2.454711425639245270e+00 2.128972044601108848e+01 3.273641318372637792e-06
1.185946333161574495e+00 1.785728988295586794e-01 1.737240580509824284e+01 1.210125896585196204e+00 -1.336489747286243590e+00 5.163333235970480217e+00 1.665483846982278651e-02 2.012537236206913063e-02 3.707602118809115499e+00 2.146814064050222431e-02 1.543156129268997701e-01 2.710090911263280181e-02 1.543156129268997701e-01 -4.298686513476525306e+00 -2.559968586588962314e+00 2.128972044601108848e+01 1.491583130455460460e-05
1.185945273352471574e+00 1.965502638396465496e-01 1.787010164452179595e+01 1.043195614411657424e+00 -1.357641377538720162e+00 5.494164052189031366e+00 2.497354266106300083e-02 1.913507416876480960e-02 3.176720314963024983e+00 1.976839223649810157e-02 1.455524744299394602e-01 2.774364343958017620e-02 1.455524744299394602e-01 -2.902561817015453016e+00 -2.357433121800839970e+00 2.128972044601108848e+01 7.377967696500789476e-05
1.185905988701047686e+00 1.891527117483084441e-01 1.645163980358189804e+01 4.284832189841052408e-01 -1.295502914596999400e+00 5.736562637266777287e+00 2.190989464761888827e-02 1.389613914554928970e-02 2.770129374907970288e+00 2.255448383153879632e-02 1.607225272967820473e-01 2.681807445841376952e-02 1.607225272967820473e-01 -1.067339066582002260e+01 -2.221549847177617831e+00 2.128972044601108848e+01 3.565512939668676664e-08
1.186013051201080026e+00 1.972456747764850804e-01 1.730558385644324204e+01 5.533250260782942576e-01 -1.325849924070006791e+00 5.213022731624104900e+00 2.577703395361870958e-02 2.352229388887763784e-02 9.960991647035330132e+00 1.908105744845989271e-02 1.504837380407892944e-01 2.808284837515264906e-02 1.504837380407892944e-01 -4.986182415039252191e+00 -2.521742502240852168e+00 2.128972044601108848e+01 7.792434564168901489e-06
1.185954285111821882e+00 2.065224977123438221e-01 1.716495912795188161e+01 3.768168746691350490e-01 -1.360657215172673018e+00 5.597348794817424533e+00 3.690689656835494104e-02 1.237820068231222127e-02 1.355019283115351136e+01 1.924761303607851193e-02 1.494365622366353730e-01 2.573887497637106919e-02 1.494365622366353730e-01 -4.458595784569979514e+00 -2.292739438589831202e+00 2.128972044601108848e+01 1.660565050751021477e-05
1.185954941474586688e+00 2.121868162343860109e-01 1.802133353559259632e+01 6.631668121723256482e-01 -1.377197225877551334e+00 5.428479795169068645e+00 3.425319005246694332e-02 1.435880818867647790e-02 6.944109848488931647e+00 1.953952063609884493e-02 1.399907687475875351e-01 2.727559504058804304e-02 1.399907687475875351e-01 -2.987564252538504661e+00 -2.387619143771790853e+00 2.128972044601108848e+01 6.575231347105867064e-05
1.185993632681049403e+00 2.030004157758716343e-01 1.735629669524860930e+01 4.977284705660974806e-01 -1.345757259638741932e+00 5.546352432910397923e+00 2.570982469907874199e-02 2.597181968906518007e-02 1.037557033918011129e+01 1.962727904415263042e-02 1.485394868252117861e-01 2.713021908039662047e-02 1.485394868252117861e-01 -1.003073425781394690e+00 -2.323944185866129608e+00 2.128972044601108848e+01 5.098214880289710050e-04
1.185935075561592278e+00 1.998994402298588102e-01 1.776562504395010933e+01 7.790353048581457607e-01 -1.388388924450292716e+00 5.819096343819920136e+00 2.669222590688221514e-02 1.593051525372232366e-02 7.023564984278202417e+00 1.884037981214175053e-02 1.456017268213314342e-01 2.564068427913158629e-02 1.456017268213314342e-01 -1.878627750976420430e+00 -2.169358251099282153e+00 2.128972044601108848e+01 2.479165631251210671e-04
1.185979134575599003e+00 2.009732318932571649e-01 1.724417833780674059e+01 5.071819300750386450e-01 -1.349665045209242242e+00 6.176894418966323741e+00 3.999473001095047581e-02 6.513540645692778713e-03 1.519033346152748987e+00 2.076377101478491666e-02 1.501142566245927679e-01 2.649525386382194786e-02 1.501142566245927679e-01 -6.138477443750048224e+00 -1.968387323187370086e+00 2.128972044601108848e+01 4.281114982870585444e-06
1.185915932058888345e+00 1.853220335777238104e-01 1.776023139565323206e+01 1.977405520265706818e+00 -1.353473486149324501e+00 5.190946889236458084e+00 1.807784497730570081e-02 1.989041518449830709e-02 2.253345853457756842e+00 2.154065476891368902e-02 1.493094576272004925e-01 2.741143963794688207e-02 1.493094576272004925e-01 -4.886893937890590678e+00 -2.540573573901692583e+00 2.128972044601108848e+01 8.445305634883429273e-06
