# mc delta_mc R14 log_alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186499410014938416e+00 4.191460784252873384e-01 1.351400701538834781e+01 -5.551879957266985244e-01 -1.099125680983689346e+00 5.785793592712685118e+00 3.593688277620282756e-02 2.981897703982561848e-02 1.103897118014860013e+01 2.051819758762856924e-02 1.373074006902209598e-01 2.674131693822013114e-02 1.373074006902209598e-01 -1.719390869140625000e+00 -2.815820786764893668e+00 1.415409528837334996e+01 4.985186350987798950e-05
1.185694800755917377e+00 3.589124443963672140e-01 1.407731789168363257e+01 -1.076794406503796431e+00 -1.060092624528230720e+00 5.719261633149073987e+00 4.974856562851864838e-02 3.725636279244025351e-02 4.861934534242659645e+00 1.901416986356647271e-02 1.446304256599612037e-01 2.725017878913462213e-02 1.446304256599612037e-01 -1.235290527343750000e+00 -2.920770975582677398e+00 1.415409528837334996e+01 7.283568626421149032e-05
1.186542912960254492e+00 4.199035348392364253e-01 1.355342202314871258e+01 -6.888265156524275845e-01 -1.095368423534568869e+00 6.124655175800564066e+00 1.626388649978353224e-02 2.792581006737736640e-02 2.086334657573869489e+00 1.748209880530503593e-02 1.360080264386375193e-01 2.699018766016781506e-02 1.360080264386375193e-01 -4.297424316406250000e+00 -2.624489176309134919e+00 1.415409528837334996e+01 4.583001080290612449e-06
1.186013764140791071e+00 4.151407188035153295e-01 1.336145074516007192e+01 -3.091548577424625410e-01 -1.108169258489501763e+00 6.189624112257271271e+00 3.816054406973065638e-02 1.967904613846266013e-02 1.277929455394971292e+01 2.092701449959268392e-02 1.425966500779136670e-01 2.610529476243008545e-02 1.425966500779136670e-01 -4.190353393554687500e+00 -2.594741280443013220e+00 1.415409528837334996e+01 5.254962456483633633e-06
1.186038292235280345e+00 4.701473600483281334e-01 1.300401116394288792e+01 1.051646701964712438e-01 -1.126998646320231723e+00 5.524079215535529386e+00 3.679702290414283566e-02 2.538634458558878398e-02 2.132211788634040595e+00 1.872978505976328339e-02 1.363133309837802898e-01 2.588441720251135475e-02 1.363133309837802898e-01 -8.813629150390625000e-01 -2.898470195509057934e+00 1.415409528837334996e+01 1.061055574291879606e-04
1.186134468010247245e+00 4.273118369169005004e-01 1.285224559086409002e+01 3.278158140189544323e-01 -1.108278378496144967e+00 5.399943131041593958e+00 4.672276845348571211e-02 4.598686820724152968e-02 3.743083767973359954e+00 2.069175334446110570e-02 1.535276775266943838e-01 2.635645423857568143e-02 1.535276775266943838e-01 -2.431686401367187500e+00 -3.028383814015870978e+00 1.415409528837334996e+01 1.977062635107465626e-05
1.186647249388518288e+00 4.205313564980709962e-01 1.319105589058890970e+01 -9.816280659524156960e-02 -1.114319709557418214e+00 5.445979931365311444e+00 1.369816172814976654e-02 2.032182111063882482e-02 1.162865708303125523e+01 2.047288132394546253e-02 1.457780881374579618e-01 2.585019254882745324e-02 1.457780881374579618e-01 -9.146881103515625000e-01 -3.009518414041492118e+00 1.415409528837334996e+01 9.184120099906852150e-05
1.186110800605145066e+00 3.339496294257104925e-01 1.478782525732120945e+01 -1.991303975187973307e+00 -1.056525012690851195e+00 5.751815291736849467e+00 5.438422482298443418e-03 3.428938484631297717e-02 1.307690098615412566e+01 1.970781000324848750e-02 1.400255273032485759e-01 2.623486178722738565e-02 1.400255273032485759e-01 -5.128479003906250000e-01 -2.925436260275199984e+00 1.415409528837334996e+01 1.493038323933054776e-04
1.186268342472499793e+00 4.591224756672923069e-01 1.277933914415462979e+01 4.537446798888050692e-01 -1.108247208275394469e+00 5.873213310118855723e+00 7.402342308311355736e-03 2.527270531907132092e-02 8.496748378799201973e+00 2.060225171819320480e-02 1.471894528454686935e-01 2.688540469855761617e-02 1.471894528454686935e-01 -2.135620117187500000e+00 -2.714232448549437571e+00 1.415409528837334996e+01 3.639440187682304971e-05
1.186245682263705747e+00 3.798778547908108760e-01 1.368006793196283155e+01 -5.848987805319386668e-01 -1.109194840370153923e+00 5.352746430655646037e+00 3.917367810585327403e-02 4.797857335121696182e-02 6.140328673785853120e+00 2.192360198735628443e-02 1.463476334382295407e-01 2.508031933573605377e-02 1.463476334382295407e-01 -3.658294677734375000e+00 -3.110830299269352839e+00 1.415409528837334996e+01 5.339556285707206668e-06
1.185720153764899143e+00 3.071656357260678094e-01 1.486044292897801000e+01 -1.793415043316612056e+00 -1.018790465116234056e+00 5.663239962397243588e+00 2.706618937327811419e-02 3.965631136639243166e-03 7.737448431752955713e+00 1.880731795075995041e-02 1.478398997236045620e-01 2.682455616298075329e-02 1.478398997236045620e-01 -1.255645751953125000e+00 -2.999375236411195189e+00 1.415409528837334996e+01 6.597306453337643188e-05
1.187190302852928259e+00 4.068588888333811715e-01 1.379921758480219474e+01 -1.015044062706922157e+00 -1.110972868787040380e+00 5.956584652308277938e+00 2.395357203690400699e-02 8.487546557524628136e-04 7.918714710661242329e+00 1.751755152989108513e-02 1.344708753438450533e-01 2.573244080973854583e-02 1.344708753438450533e-01 -3.310028076171875000e+00 -2.733400289279369844e+00 1.415409528837334996e+01 1.103243056548565507e-05
1.185934590230536934e+00 3.808755686561509091e-01 1.356711138146307505e+01 -4.354837138119026507e-01 -1.104510531671512252e+00 5.473499301760464952e+00 2.164112616466677338e-02 3.091680179888033411e-02 1.019225097771997568e+01 2.207507413091851570e-02 1.485698460435731505e-01 2.538735657103335930e-02 1.485698460435731505e-01 -2.621978759765625000e+00 -3.039571398142298708e+00 1.415409528837334996e+01 1.616288195595931283e-05
1.185704062456138352e+00 2.862691584509655107e-01 1.572043850900420559e+01 -3.175285066981457405e+00 -1.015015763607551413e+00 5.591054226602012456e+00 9.597318504639535536e-03 1.350525832306398791e-02 8.383673097344985337e+00 2.151822634555482575e-02 1.420664712889345704e-01 2.536345205055160271e-02 1.420664712889345704e-01 -1.798248291015625000e+00 -3.057209054515422242e+00 1.415409528837334996e+01 3.619098984089049083e-05
1.186307316503798948e+00 3.828092911496043804e-01 1.390239583510790666e+01 -9.755302354528538888e-01 -1.076793791978026826e+00 5.423741914492583582e+00 2.951796235798813395e-02 2.003685498303192647e-02 3.655888135656335081e+00 1.957113815494227263e-02 1.402939363345605539e-01 2.712304343331437689e-02 1.402939363345605539e-01 -5.185852050781250000e-01 -3.066144112463066840e+00 1.415409528837334996e+01 1.289646346038790157e-04
1.185676942251793653e+00 3.221590353549372288e-01 1.399067329485357192e+01 -6.405424636894798684e-01 -1.062978056318049314e+00 5.570872788978743273e+00 2.420315602364224439e-02 3.765573577151899026e-02 3.521077441252167262e+00 2.107454591071352204e-02 1.581599706714352793e-01 2.518072379039944589e-02 1.581599706714352793e-01 -5.731292724609375000e+00 -3.039984090950857532e+00 1.415409528837334996e+01 7.210770502460939232e-07
1.186256735002765517e+00 3.350730083004677673e-01 1.496088670066655091e+01 -2.391636264474616524e+00 -1.036226511717724286e+00 5.766708367874563201e+00 6.765822248067602379e-03 3.117304223292404267e-02 7.180088952998904261e+00 1.779249727304492087e-02 1.366871848363987452e-01 2.755314783529802872e-02 1.366871848363987452e-01 -1.996932983398437500e+00 -2.915814182708757585e+00 1.415409528837334996e+01 3.417588805718522007e-05
1.185897455824318270e+00 3.921707210372335495e-01 1.388322566982603590e+01 -9.995410240246727085e-01 -1.106328254715719828e+00 5.890695927785716712e+00 2.164290300166604383e-03 3.208523407201090138e-02 4.111331072373877404e+00 1.999701072896406875e-02 1.373283456550357107e-01 2.562609049002893477e-02 1.373283456550357107e-01 -2.266296386718750000e+00 -2.788348539988940278e+00 1.415409528837334996e+01 2.965475866743180587e-05
1.187003168723257396e+00 4.136950178296346370e-01 1.343816637218072785e+01 -5.137327760924639275e-01 -1.093298811688586447e+00 5.606721765546959446e+00 2.104246809762700884e-02 1.687732946321730126e-02 6.078361225441257787e+00 1.662193002627108951e-02 1.413145788280754100e-01 2.697189668223469103e-02 1.413145788280754100e-01 -1.885986328125000000e+00 -2.924442977822061085e+00 1.415409528837334996e+01 3.785784515459155467e-05
1.186230900442283520e+00 3.444739294733107915e-01 1.408295460858243509e+01 -9.519638628636367672e-01 -1.064652397869005229e+00 5.611766473331202043e+00 1.400205419050558515e-02 1.598738472681884024e-03 8.038281766035748177e+00 1.985942852336578662e-02 1.494736903285937002e-01 2.629101641738288211e-02 1.494736903285937002e-01 -1.012313842773437500e+00 -2.995862613209917313e+00 1.415409528837334996e+01 8.444420986078428825e-05
1.185947098849803982e+00 4.272528312059914457e-01 1.332120425472645842e+01 -3.094592063754838529e-01 -1.098321174022913738e+00 5.550452638739983513e+00 2.154277590820049409e-02 3.878169172521678254e-02 1.161734499514002472e+01 1.975365305853489517e-02 1.397356668826044146e-01 2.696810493258895366e-02 1.397356668826044146e-01 -2.133178710937500000e-01 -2.941170983592379606e+00 1.415409528837334996e+01 1.982995327556551907e-04
1.186179363976830103e+00 3.168939039104811672e-01 1.483580869022009807e+01 -1.876580196174582493e+00 -1.016414385771529316e+00 5.889536174887581410e+00 7.078602063589357549e-03 1.624908996036887252e-02 3.320699189236388182e+00 1.881646005909864972e-02 1.451086111603807627e-01 2.766772944319815727e-02 1.451086111603807627e-01 -3.442276000976562500e+00 -2.862166765788274780e+00 1.415409528837334996e+01 8.497948379071076057e-06
1.185922036786853928e+00 6.395232217164982247e-01 1.267894321891639819e+01 2.440218991368819701e+00 -1.129150150085613813e+00 5.786827984996795848e+00 3.030930461890966182e-02 1.205632507807895618e-02 3.029050313860705668e+00 2.124868997529203579e-02 1.407169214231959176e-01 2.607218536711385440e-02 1.407169214231959176e-01 -1.424880981445312500e+00 -2.416453483325749385e+00 1.415409528837334996e+01 9.977653836809232269e-05
1.186152202059908456e+00 4.779414315979623185e-01 1.296208205247414469e+01 1.675374011087502613e-01 -1.110352910515852942e+00 6.090337101100002037e+00 2.986337402332013904e-02 9.669141652006843501e-03 9.649370572155973491e+00 1.822382917529555280e-02 1.356017507634406094e-01 2.698082709790436753e-02 1.356017507634406094e-01 -3.674468994140625000e+00 -2.565465032836117043e+00 1.415409528837334996e+01 9.064208322633677929e-06
1.186636414979949539e+00 3.591347217210009157e-01 1.425604033298473716e+01 -1.345310046497929513e+00 -1.064958310423946175e+00 5.620611553749060185e+00 3.309099621644129990e-02 2.884681484478267624e-02 6.218326512266221240e-01 1.956550186947269079e-02 1.411631576912028008e-01 2.694739389773593424e-02 1.411631576912028008e-01 -1.951599121093750000e-01 -2.976303753787718165e+00 1.415409528837334996e+01 1.949618440856884765e-04
1.186030347133140372e+00 3.011032658140977425e-01 1.569934613352437047e+01 -3.494757715994930347e+00 -1.020647975821544540e+00 5.533986535209719726e+00 5.050494007257609434e-03 1.822921612671913813e-02 6.717540199110956678e+00 1.818753968052106568e-02 1.373514727001404756e-01 2.624739936413296101e-02 1.373514727001404756e-01 -3.968811035156250000e-01 -3.078446951484036909e+00 1.415409528837334996e+01 1.438742247917255968e-04
1.185572970568122386e+00 4.085858332782629776e-01 1.324704427281544206e+01 -1.371447044172182661e-01 -1.094850937622295906e+00 5.574443183379783839e+00 6.869098617059575876e-03 3.029847762448938109e-02 1.141898917714409478e+01 2.096734634163505140e-02 1.476451705099921519e-01 2.676324584856554223e-02 1.476451705099921519e-01 -8.280181884765625000e-01 -2.950320227750746316e+00 1.415409528837334996e+01 1.062642713881617375e-04
1.186171837153620068e+00 5.446801371726751606e-01 1.250546956306982871e+01 1.281034214872947663e+00 -1.121145644454774715e+00 5.386999586770730986e+00 8.756407042041789227e-03 2.464473529456010295e-02 2.489289699228993236e+00 1.892180730416668372e-02 1.411745260288083115e-01 2.670919947145941609e-02 1.411745260288083115e-01 -3.352508544921875000e-01 -2.855534120022492850e+00 1.415409528837334996e+01 1.912310837741777931e-04
1.185811816626253679e+00 3.950396673523505209e-01 1.366130666695371332e+01 -7.065916426834436548e-01 -1.074722477730451153e+00 5.725764110634519177e+00 2.671492749906181907e-02 1.601924554013407082e-02 1.035314291295395783e+01 1.869085788977965096e-02 1.415767989558047724e-01 2.764907840602849609e-02 1.415767989558047724e-01 -1.679626464843750000e+00 -2.878840721832358618e+00 1.415409528837334996e+01 4.870590850577161872e-05
1.185741768299735543e+00 4.994646434593550399e-01 1.281918376123095626e+01 4.658263909764905897e-01 -1.120126995465059672e+00 5.525005610564078573e+00 4.022246182719409896e-02 1.978394923235422126e-02 8.732671740241682024e-01 1.892692168620167120e-02 1.351370293380824705e-01 2.656978541405322775e-02 1.351370293380824705e-01 -6.000976562500000000e-01 -2.853573608780588966e+00 1.415409528837334996e+01 1.470240632453483239e-04
1.185787428078069805e+00 5.328259195881974719e-01 1.237221201756404021e+01 1.417361079417971403e+00 -1.114895593309083610e+00 5.742106584596129437e+00 4.126688389071282020e-02 3.398363070887078230e-02 1.189911142642084485e+01 2.018063752882336484e-02 1.487362843542328061e-01 2.706651951718823390e-02 1.487362843542328061e-01 -1.742767333984375000e+00 -2.672410676442734889e+00 1.415409528837334996e+01 5.620971032353235105e-05
1.186269419211183784e+00 5.059084678279621716e-01 1.280442948684621562e+01 4.989932523628055616e-01 -1.125348411113714642e+00 5.612579755833880135e+00 1.879542871195482787e-02 2.953827429508963306e-02 1.053265247049909803e+01 1.825973496385880496e-02 1.344238204328727093e-01 2.629139487611957537e-02 1.344238204328727093e-01 -9.250640869140625000e-01 -2.792173595376205242e+00 1.415409528837334996e+01 1.129595569631705441e-04
1.185922205758304315e+00 6.262003310804333811e-01 1.255104344725698517e+01 2.514848987607400943e+00 -1.147447332866808667e+00 4.768565436851340600e+00 3.835630994118410797e-02 4.696330871341691804e-02 4.312161484246062493e+00 2.353263830288828892e-02 1.449359508775823757e-01 2.505124078263271797e-02 1.449359508775823757e-01 -9.179794311523437500e+00 -3.049859979997290083e+00 1.415409528837334996e+01 2.270008165053293444e-08
1.185992933524373738e+00 4.010928950401490001e-01 1.366971766879986916e+01 -7.285448057460235383e-01 -1.097157485031425184e+00 5.609146145048484300e+00 2.125774023902455775e-02 1.423943458122105092e-02 1.246391333619114167e-01 1.964811739302098001e-02 1.393483219188000888e-01 2.642361116483131142e-02 1.393483219188000888e-01 -3.276062011718750000e-02 -2.938673286279347874e+00 1.415409528837334996e+01 2.381340207463275690e-04
1.186926157129091219e+00 4.453871450133136123e-01 1.283321424451927939e+01 3.823976330586161820e-01 -1.108789576920507614e+00 5.490624897467922594e+00 1.641013910635295142e-02 9.752105835581351134e-03 1.313423443870834362e+01 2.154250496390532760e-02 1.493592052309257179e-01 2.664307500250831864e-02 1.493592052309257179e-01 -1.407333374023437500e+00 -2.951538681094195482e+00 1.415409528837334996e+01 5.946545042900634997e-05
1.186463454832637821e+00 3.772267914018199164e-01 1.378470468698847462e+01 -7.658250341153604035e-01 -1.082454362291189520e+00 5.746030826885919041e+00 1.789020395166813354e-02 2.232854054777006630e-02 2.310710480743712214e+00 1.955205484510207786e-02 1.449031954697227453e-01 2.657895567485703964e-02 1.449031954697227453e-01 -6.316833496093750000e-01 -2.886130187158718829e+00 1.415409528837334996e+01 1.378896871744846400e-04
1.186804390717975499e+00 4.723091886348165791e-01 1.283729688294063465e+01 3.417495138526803200e-01 -1.102092428727157847e+00 5.336949213517771184e+00 4.000855982892495902e-03 2.651881312861472176e-02 7.795535464327530306e+00 1.804146127819205789e-02 1.418471820682346562e-01 2.743124665375778690e-02 1.418471820682346562e-01 -1.369766235351562500e+00 -3.003737191684791696e+00 1.415409528837334996e+01 5.860172347126416938e-05
1.185719457365695728e+00 3.569150405166051088e-01 1.428810457773830578e+01 -1.368027567440510683e+00 -1.096440855203452580e+00 5.744923516631674332e+00 1.506190064695597797e-02 3.508397730084213129e-02 7.618959309988998285e+00 1.996791581046546832e-02 1.410851354822223458e-01 2.498069268317812050e-02 1.410851354822223458e-01 -2.727798461914062500e+00 -2.908072369037427052e+00 1.415409528837334996e+01 1.658330892386664470e-05
1.186467152912994427e+00 3.905282183876913060e-01 1.364152306589916464e+01 -5.948415687570578481e-01 -1.101910686296154962e+00 5.676112572688915670e+00 7.362279091132118564e-03 2.534547659039399978e-02 2.658486726323888050e+00 2.147989939981080967e-02 1.437608629349405032e-01 2.583497981207218130e-02 1.437608629349405032e-01 -1.131958007812500000e+00 -2.911715760602416214e+00 1.415409528837334996e+01 8.149924574523828645e-05
1.185896477147240224e+00 4.004402434680404133e-01 1.360111464467072473e+01 -6.300149232533025501e-01 -1.107874544732299960e+00 5.240214789540157625e+00 3.556992008621584489e-02 4.390492799553313841e-02 1.256276102916115356e+01 1.935415797864833629e-02 1.412435096103251686e-01 2.576313728532878336e-02 1.412435096103251686e-01 -1.753677368164062500e+00 -3.154594178491474388e+00 1.415409528837334996e+01 3.432918912928183895e-05
1.187051274559217662e+00 5.764035802937649278e-01 1.241286507499414071e+01 1.883074959176080698e+00 -1.130118603233081220e+00 5.585148184211194966e+00 2.416090533822163461e-02 2.573406909791854896e-04 1.101827764698294487e+01 2.165188310224020266e-02 1.456776812568248980e-01 2.617929368345977767e-02 1.456776812568248980e-01 -9.399566650390625000e-01 -2.677488631312109124e+00 1.415409528837334996e+01 1.248137015048333476e-04
1.186834506961051305e+00 4.244863625810537666e-01 1.316450352721447103e+01 -6.606595721163921464e-02 -1.105282484161808076e+00 5.814064152721634571e+00 8.520134590087559065e-03 1.265716883594319650e-02 9.109244542625640761e+00 2.061441787264757519e-02 1.453637039729107627e-01 2.647563142229357458e-02 1.453637039729107627e-01 -1.133544921875000000e+00 -2.792904150136716890e+00 1.415409528837334996e+01 9.163547349555199750e-05
1.186843984760562964e+00 3.281798365656830030e-01 1.423792488266318834e+01 -9.792120914789204100e-01 -1.054901049309270533e+00 5.631597465611085873e+00 3.870564044033120848e-03 1.663231873886628076e-02 9.505704214475318992e+00 2.246572068426644364e-02 1.519478726980324490e-01 2.599966607402001348e-02 1.519478726980324490e-01 -2.376373291015625000e+00 -2.998771585890674718e+00 1.415409528837334996e+01 2.152301132693189910e-05
1.186297396518954272e+00 4.678074979935470390e-01 1.275606721678719779e+01 4.699779448372756185e-01 -1.130961488951119476e+00 5.570884287075117847e+00 3.872917574837207721e-02 3.431735140318363519e-02 1.658293984865398363e+00 1.905480621849318934e-02 1.457274005157183083e-01 2.562088732873480171e-02 1.457274005157183083e-01 -1.426361083984375000e+00 -2.874569897495312443e+00 1.415409528837334996e+01 6.301271632674649431e-05
1.185637436481648654e+00 4.042270427009177491e-01 1.352413741129720393e+01 -5.175622650843079153e-01 -1.102412689437597182e+00 5.644545427960616202e+00 8.654424279084926147e-03 1.865227694302900446e-02 5.516525202455754950e+00 2.016246469974926001e-02 1.418291445819357399e-01 2.619089755502903086e-02 1.418291445819357399e-01 -2.285308837890625000e-01 -2.915006199783132246e+00 1.415409528837334996e+01 2.004831995338263628e-04
1.185824910614796890e+00 3.984313104527058558e-01 1.330740068659379460e+01 -2.295401316110067258e-01 -1.084894598994767367e+00 4.934866392683321834e+00 1.569517174191857600e-02 4.257646085378125750e-02 1.246179587203048733e+01 1.907441081097023539e-02 1.493222586867539725e-01 2.710708799345976777e-02 1.493222586867539725e-01 -3.605545043945312500e+00 -3.339085809208354405e+00 1.415409528837334996e+01 4.480061082432969954e-06
1.186455632958762552e+00 3.665205898992369704e-01 1.393184663410733393e+01 -9.220908606232705029e-01 -1.064537472066817481e+00 5.396339795809055317e+00 1.185855837362556273e-02 6.239181844958384404e-03 7.302244068240190344e+00 1.890502736681231796e-02 1.452812366040013847e-01 2.728513335444513951e-02 1.452812366040013847e-01 -1.065460205078125000e+00 -3.099051020143158031e+00 1.415409528837334996e+01 7.222283778817143883e-05
1.186106409872269341e+00 2.981496469082021150e-01 1.508747938648913411e+01 -2.039384786529653937e+00 -1.019839324812712666e+00 5.501085033450647366e+00 2.028033219169253498e-02 3.945880948224916862e-02 6.509447493130304352e+00 2.045417872666485323e-02 1.473171420188887915e-01 2.606360861290254669e-02 1.473171420188887915e-01 -7.071533203125000000e-01 -3.099776065613544240e+00 1.415409528837334996e+01 1.032690943622051734e-04
1.186106618604501284e+00 4.565339975872371170e-01 1.294371480238637417e+01 1.736923054905403774e-01 -1.113691372798836454e+00 5.535352497995411625e+00 2.191066351284456232e-02 6.836269678073630951e-03 3.721002763293702387e+00 1.831532799847465295e-02 1.423066478878772800e-01 2.651649737467382667e-02 1.423066478878772800e-01 -3.670196533203125000e-01 -2.911165748136889331e+00 1.415409528837334996e+01 1.752269748171458202e-04
1.186081215168417913e+00 3.877910961036010185e-01 1.358637348805945066e+01 -4.915661752648565752e-01 -1.087954419788938143e+00 4.992275461257013269e+00 4.311210769948742999e-03 4.100433446277874927e-02 7.800078985565833456e+00 2.214941886471022414e-02 1.458882180387227612e-01 2.659724487356583331e-02 1.458882180387227612e-01 -3.930038452148437500e+00 -3.316214683491203186e+00 1.415409528837334996e+01 3.313531033635730349e-06
1.186683939989126690e+00 3.253620426465516635e-01 1.471613389335626110e+01 -1.744935202737167845e+00 -1.042407081953169667e+00 5.652237868866975212e+00 3.382886132785519612e-02 3.521017396755499879e-02 2.974440760512723214e-01 2.006655036671071979e-02 1.443578636518448866e-01 2.659012373961291628e-02 1.443578636518448866e-01 -2.979431152343750000e-01 -2.989526216763421118e+00 1.415409528837334996e+01 1.736077079651471928e-04
1.186274072895918685e+00 3.601677287967793850e-01 1.428987504424690869e+01 -1.413724459830903335e+00 -1.061840331935100634e+00 5.377889939247037177e+00 4.154539493821256257e-02 3.790633524864683856e-02 3.528402323589785894e+00 1.943156976071215916e-02 1.400358809473932764e-01 2.718986210284801697e-02 1.400358809473932764e-01 -7.048645019531250000e-01 -3.116370840417652222e+00 1.415409528837334996e+01 1.018022485294873804e-04
1.186597755967636392e+00 3.524421434681721532e-01 1.442383767916344084e+01 -1.573350800438880315e+00 -1.050862319722308147e+00 6.009571742128084537e+00 1.810668064125970506e-02 3.410691403622340134e-02 6.211933811632934344e+00 1.895054980970668074e-02 1.402260943704550789e-01 2.752795167700090861e-02 1.402260943704550789e-01 -3.751129150390625000e+00 -2.762184835426899632e+00 1.415409528837334996e+01 6.896082854422971604e-06
1.186078339151575900e+00 4.307080488397879714e-01 1.338179916014151871e+01 -3.973573626756671251e-01 -1.106999809315704075e+00 5.399062699997544179e+00 3.724217028345458078e-03 3.871076048631271610e-02 3.731612499521721915e+00 2.029029487468561599e-02 1.369226167144375061e-01 2.650103731997896853e-02 1.369226167144375061e-01 -1.105316162109375000e+00 -3.024659725703350954e+00 1.415409528837334996e+01 7.476064769048922293e-05
1.187192087102156624e+00 4.501151430009977528e-01 1.320998178555389302e+01 -2.065918887856433850e-01 -1.100996485818141135e+00 5.400337092945244777e+00 5.070267061165188195e-03 2.453074134385107782e-02 7.064136699295899824e+00 1.881615179338778920e-02 1.360811788500670971e-01 2.719858796802796658e-02 1.360811788500670971e-01 -1.053710937500000000e+00 -2.997523699303905165e+00 1.415409528837334996e+01 8.088536433708701180e-05
1.186754521188363221e+00 4.932483382292462415e-01 1.264379041419469019e+01 7.447081458876111393e-01 -1.113382445484275562e+00 5.132175345574475855e+00 1.391164815350123471e-02 1.919396227045874759e-02 8.911833316496380775e+00 2.039524315252691511e-02 1.439663840594542776e-01 2.692969091496159179e-02 1.439663840594542776e-01 -1.487442016601562500e+00 -3.093081042547210835e+00 1.415409528837334996e+01 4.764341735516860424e-05
1.186520934300701935e+00 3.535763866810903711e-01 1.416340193703760164e+01 -1.179505771840411832e+00 -1.076533444741369694e+00 5.404730047944774185e+00 2.763283102396558999e-02 2.561544998535845649e-02 6.618872920365288515e+00 1.828664936144019579e-02 1.449071142388493882e-01 2.599919677413573688e-02 1.449071142388493882e-01 -1.589401245117187500e+00 -3.106948267678683262e+00 1.415409528837334996e+01 4.243264610000965792e-05
1.185553650674986192e+00 4.650829655520224426e-01 1.287143650679510998e+01 3.352564307136427502e-01 -1.110998955964672241e+00 5.586577285494191081e+00 3.507433936049346446e-02 1.473447194981305358e-02 7.624301867038346003e+00 2.050840519264363407e-02 1.421369188200549694e-01 2.679870192503391174e-02 1.421369188200549694e-01 -3.627929687500000000e-01 -2.870042690131902940e+00 1.415409528837334996e+01 1.833564137978582265e-04
1.186037434084864062e+00 4.556518044629582764e-01 1.317521588951653122e+01 -1.674069567383300594e-01 -1.101202972801510693e+00 5.865218889592485496e+00 2.786070633256015200e-02 2.285666116346304552e-02 1.278066918314338807e+01 1.843112426483858868e-02 1.350255359446747017e-01 2.727798322776829945e-02 1.350255359446747017e-01 -2.433486938476562500e+00 -2.723763583743935790e+00 1.415409528837334996e+01 2.676291101689303633e-05
1.186078122859415940e+00 4.139978936501674256e-01 1.350257138437189930e+01 -5.120295721973978642e-01 -1.110372352910001581e+00 5.314088712081166399e+00 4.078971646610077793e-03 1.215497375991821290e-02 6.951710294969954518e+00 2.079045900202470751e-02 1.392296780781629995e-01 2.594671135344527035e-02 1.392296780781629995e-01 -1.535522460937500000e+00 -3.095050238449570390e+00 1.415409528837334996e+01 4.531757084115301990e-05
1.186740032245974019e+00 4.255534307233592162e-01 1.310993096338771835e+01 -2.871035663839482943e-02 -1.118967290972883166e+00 5.403929166168721210e+00 3.469727349620714248e-04 2.734654020410450317e-02 1.924016953606304980e+00 1.907116396659164909e-02 1.465816959187515867e-01 2.567636506557112452e-02 1.465816959187515867e-01 -1.947967529296875000e+00 -3.027745482708573466e+00 1.415409528837334996e+01 3.209032304626630461e-05
1.186142308832128345e+00 5.573132860814502543e-01 1.251661776383772029e+01 1.383400786888371536e+00 -1.109925182099650520e+00 5.929193075894779952e+00 1.949109481257168749e-02 2.320079628026106011e-02 4.174046680289006162e+00 1.866735708585644943e-02 1.395792584238990663e-01 2.742863405543557662e-02 1.395792584238990663e-01 -2.742721557617187500e+00 -2.520524406450414645e+00 1.415409528837334996e+01 2.407133154341583643e-05
1.186454891926422839e+00 4.186597974252453946e-01 1.332902886229945949e+01 -3.145721147764586334e-01 -1.089094551807553435e+00 5.576077815151229800e+00 2.715406706079009219e-02 1.853174744950005989e-02 7.521130861587302263e+00 1.903699364266685928e-02 1.424712752171009011e-01 2.735547557325840318e-02 1.424712752171009011e-01 -6.484527587890625000e-01 -2.936568595938191528e+00 1.415409528837334996e+01 1.289269776337729459e-04
1.186273254945784839e+00 4.578104722047223740e-01 1.293987633141080806e+01 2.423743842718002472e-01 -1.123586971189365125e+00 5.715945737029126228e+00 1.818844276303022145e-02 4.626245876823217168e-02 5.577227187991948831e+00 2.113671203184372058e-02 1.421285353310423050e-01 2.593497927895807575e-02 1.421285353310423050e-01 -1.023696899414062500e+00 -2.805418202944297779e+00 1.415409528837334996e+01 1.010032234421608463e-04
1.186812458409719051e+00 4.679072036499052345e-01 1.272794682569185198e+01 5.316855162368375742e-01 -1.104014566820820997e+00 5.416423165747783486e+00 3.357551446115317889e-02 1.073353513518699592e-02 1.124439435126019404e+01 2.009720046747219893e-02 1.468999067521822299e-01 2.725795794242121331e-02 1.468999067521822299e-01 -1.234756469726562500e+00 -2.963619147658998365e+00 1.415409528837334996e+01 6.981800421662005579e-05
1.186050044036388584e+00 3.299646336089154808e-01 1.495384954986510806e+01 -2.247007623858420455e+00 -1.032881106753357425e+00 5.533785667544762532e+00 1.028270233635969130e-02 4.614530698079777338e-02 1.483950513128563964e+00 2.025200263867095105e-02 1.385970606691744322e-01 2.746795698778048411e-02 1.385970606691744322e-01 -1.370254516601562500e+00 -3.054267309999536995e+00 1.415409528837334996e+01 5.568694324623773754e-05
1.185713726806889579e+00 4.522584500230834026e-01 1.319225074012662269e+01 -1.625740864641705974e-01 -1.099296624789416921e+00 5.491909665531670370e+00 9.964037847381760488e-03 2.744264297725372559e-02 8.926504113730877599e-01 1.966125976530773076e-02 1.354426262104381218e-01 2.735045130687775022e-02 1.354426262104381218e-01 -1.915969848632812500e+00 -2.942546192670845162e+00 1.415409528837334996e+01 3.608046173535377535e-05
