# mc delta_mc R14 log_alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186695254247452480e+00 5.179602803394101063e-01 1.252494012709386340e+01 -8.785792022869816087e-01 -1.233940024779228040e+00 5.804452018602280994e+00 3.078776814799663586e-02 1.075045345928995338e-02 6.481980443957970905e+00 1.980833349192587245e-02 1.441064666695244245e-01 2.565183077200657719e-02 1.441064666695244245e-01 -1.337234497070312500e+00 -2.662061384973901657e+00 1.420943642874459911e+01 5.278908113308484139e-05
1.186502375651900865e+00 2.597084562414682662e-01 1.588440852442399098e+01 -8.418023342854707991e-02 -1.294784964738962874e+00 5.306765967283914698e+00 2.235781696182544825e-02 5.807811547122469255e-03 4.474787524355785528e+00 2.254896164865137845e-02 1.485110963130118478e-01 2.703202388789986699e-02 1.485110963130118478e-01 -3.357711791992187500e+00 -3.240811250345508210e+00 1.420943642874459911e+01 3.923865293779369436e-06
1.186013265514316073e+00 3.110036771525538368e-01 1.491488726934390918e+01 -3.825508621912826479e-01 -1.261079515189054145e+00 5.460250448677304469e+00 2.920890492729621285e-02 1.470912546283064185e-02 6.846650636899408227e+00 1.911170230064389297e-02 1.457614596684214670e-01 2.713140305123186782e-02 1.457614596684214670e-01 -8.551483154296875000e-01 -3.113212833490196729e+00 1.420943642874459911e+01 5.444761821036869570e-05
1.185847593207301820e+00 4.064621198407076808e-01 1.317554958501718687e+01 -6.881615015450315287e-01 -1.204647191965081410e+00 5.495216509871815980e+00 9.113249181860506171e-03 1.923265767551199379e-02 1.093405382122197445e+01 1.739306810036271231e-02 1.503142758192933526e-01 2.659054666910145096e-02 1.503142758192933526e-01 -3.964965820312500000e+00 -2.998420484950540033e+00 1.420943642874459911e+01 2.724306633690475989e-06
1.186654379064656428e+00 4.427923363706413040e-01 1.297340176157519842e+01 -7.029300754132139506e-01 -1.219804027199457908e+00 5.543489166284158998e+00 1.563110308326601597e-02 3.121306111929746628e-03 5.029344783259960039e+00 2.041200690583850827e-02 1.455250580803562066e-01 2.602260362655892112e-02 1.455250580803562066e-01 -3.954620361328125000e-01 -2.924587479490125208e+00 1.420943642874459911e+01 1.041206933269619089e-04
1.185551149727376297e+00 3.198536009660455925e-01 1.517632151972367716e+01 -3.664852157943063737e-01 -1.313611126655831240e+00 5.503657557187381144e+00 4.961674971942200280e-02 3.000697973184040732e-02 1.239319565215938335e+00 2.088236204290520870e-02 1.384623962665332275e-01 2.517765794103054081e-02 1.384623962665332275e-01 -2.425735473632812500e+00 -3.080955026781359241e+00 1.420943642874459911e+01 1.169205737262100156e-05
1.186040985081439292e+00 4.024387823010193710e-01 1.347045118582931877e+01 -6.296574609875712492e-01 -1.232588207716230455e+00 5.519222136898689790e+00 2.860028583728940060e-02 2.002073643396607219e-02 1.159263974000727870e+01 1.962499238863433040e-02 1.439088905860029799e-01 2.603182270203189749e-02 1.439088905860029799e-01 -4.385986328125000000e-01 -2.989010271520186723e+00 1.420943642874459911e+01 9.350279700287618552e-05
1.186178911445546547e+00 2.289657512402637485e-01 1.718017456692642853e+01 1.860690161305547652e-01 -1.359851871447252059e+00 5.520953827744573772e+00 3.196353567619946139e-03 2.252185319626930429e-02 7.622326482281476245e+00 2.021109090714422879e-02 1.431128773756074057e-01 2.637427932693268626e-02 1.431128773756074057e-01 -1.797943115234375000e-01 -3.135294573694409337e+00 1.420943642874459911e+01 1.046384808184627730e-04
1.185610076142720404e+00 2.697708965811920767e-01 1.592895009758910874e+01 -1.816226753195258059e-01 -1.311185579843268112e+00 5.441220041427582643e+00 4.567802649351114519e-02 2.469403028693688620e-02 1.367121457259010242e+00 1.972256746174732081e-02 1.446743918947723806e-01 2.648582099438804432e-02 1.446743918947723806e-01 -3.549499511718750000e-01 -3.156027025328696389e+00 1.420943642874459911e+01 8.602373771841670890e-05
1.185801717261358856e+00 2.510372858897917947e-01 1.635143018269200610e+01 -6.759799725592952058e-02 -1.324019402062158735e+00 5.549462587476576836e+00 2.395256790059999835e-02 4.927014107796979375e-02 1.641697089259979148e+00 1.965101970682478841e-02 1.454043780656606444e-01 2.658279467596277174e-02 1.454043780656606444e-01 -3.110656738281250000e-01 -3.105625460857349029e+00 1.420943642874459911e+01 9.452923199662989007e-05
1.186667127984436965e+00 2.781464765051894772e-01 1.612566616746312675e+01 -1.882833581358602792e-01 -1.328913765905677558e+00 5.230935361017377438e+00 4.108446981240995027e-02 3.246568316921309705e-02 5.743992970622664451e+00 2.057482390240119793e-02 1.396297029615145568e-01 2.624937681923865743e-02 1.396297029615145568e-01 -1.425659179687500000e+00 -3.272525854239501708e+00 1.420943642874459911e+01 2.624341815701223356e-05
1.186258557009350678e+00 2.758534003265671330e-01 1.594297052994589059e+01 -1.684718530222173438e-01 -1.321362310348304536e+00 5.598909811843022055e+00 1.270240688840286111e-02 3.771106352207240220e-02 3.161821156216928941e+00 2.153887154030217216e-02 1.426497157886327249e-01 2.606694415695456207e-02 1.426497157886327249e-01 -9.845886230468750000e-01 -3.059843909211922064e+00 1.420943642874459911e+01 5.045933288170415459e-05
1.186548493414869343e+00 2.974810112212729063e-01 1.518443328660546143e+01 -2.956992801510879287e-01 -1.282907316280996524e+00 5.465165780604228196e+00 3.567559711856342630e-02 1.164734995898475227e-02 1.991837186010731564e+00 2.075981222703888671e-02 1.461595330729155151e-01 2.637011727312611048e-02 1.461595330729155151e-01 -5.795288085937500000e-01 -3.120785253663905134e+00 1.420943642874459911e+01 7.118528974673173819e-05
1.186724183290373436e+00 2.975260703616241509e-01 1.548556375221340531e+01 -3.132373271831186967e-01 -1.300321877451979358e+00 5.528205199979473683e+00 2.355529934569006861e-02 1.304491589747813415e-02 7.420356892327534482e+00 1.952170118477550981e-02 1.417599726313456543e-01 2.638197186346913359e-02 1.417599726313456543e-01 -8.413696289062500000e-02 -3.084030678927066393e+00 1.420943642874459911e+01 1.211988533560103270e-04
1.185973929398253635e+00 4.047344094203932374e-01 1.288923294485569393e+01 -5.590611855151492726e-01 -1.186607588378006728e+00 5.824103366709611151e+00 3.999366030090063112e-02 1.848604947353808467e-02 5.577403609978168753e+00 2.293145936720219005e-02 1.587456220730880108e-01 2.628361502769374636e-02 1.587456220730880108e-01 -4.855728149414062500e+00 -2.811672950127793946e+00 1.420943642874459911e+01 1.347430108747828194e-06
1.186096875037147003e+00 3.420707325227878570e-01 1.451592920920912100e+01 -4.551184554650149483e-01 -1.265943478066753336e+00 5.264140518369389454e+00 7.947153125032441201e-03 4.468031999840380020e-02 5.820366695862277062e+00 2.034986544441078765e-02 1.420248493513174282e-01 2.626751724841744698e-02 1.420248493513174282e-01 -1.152374267578125000e+00 -3.200705768145645447e+00 1.420943642874459911e+01 3.705933285441165482e-05
1.187368536890998305e+00 2.109089085022163856e-01 1.647628499165963234e+01 2.396238213725611632e-01 -1.308536203430229028e+00 5.451684676171565158e+00 2.468950290864021027e-02 2.116046971712956092e-03 7.510491096954760692e+00 2.224642894734268211e-02 1.554586418387291502e-01 2.676258034423147428e-02 1.554586418387291502e-01 -3.565536499023437500e+00 -3.184522885811479131e+00 1.420943642874459911e+01 3.372117447708198476e-06
1.186435460068183678e+00 3.251550016909968144e-01 1.511774451574255274e+01 -3.755517640670792412e-01 -1.290190351916518319e+00 5.542572954941119789e+00 2.244784981392918335e-02 3.786672195937218488e-02 5.160262708664564713e-01 2.134321189625120949e-02 1.376942879293044930e-01 2.649478127835401542e-02 1.376942879293044930e-01 -1.585998535156250000e+00 -3.053094742289690799e+00 1.420943642874459911e+01 2.784092268124771153e-05
1.186753010328997160e+00 3.014984110997753763e-01 1.590406134881704681e+01 -3.210301203660201885e-01 -1.324966571581945418e+00 5.914899660873204290e+00 2.860506748106576846e-02 2.208196329139788111e-02 3.482847855923854929e+00 1.913607595254349786e-02 1.344912260561694772e-01 2.636912438016064675e-02 1.344912260561694772e-01 -2.469436645507812500e+00 -2.860013676240033664e+00 1.420943642874459911e+01 1.395935555939181623e-05
1.185698328877864416e+00 6.218380561741585488e-01 1.266073637489072290e+01 -1.162744741429581730e+00 -1.262214933094488956e+00 4.632936599704708946e+00 3.575406497678693812e-02 6.064283798778447206e-03 8.345725486015657779e+00 1.783875879582363586e-02 1.356856790013375447e-01 2.672169128034738300e-02 1.356856790013375447e-01 -6.433395385742187500e+00 -3.143749251665836741e+00 1.420943642874459911e+01 1.995791493453729208e-07
1.186908827861519189e+00 2.757640271701085055e-01 1.629334367427281194e+01 -1.909791101623274923e-01 -1.336630439615655419e+00 5.752943524350358828e+00 6.278756020350487708e-03 2.843526197178385811e-02 7.149688604315789675e+00 1.954517868926201191e-02 1.383719026702532329e-01 2.624154739499410735e-02 1.383719026702532329e-01 -6.036529541015625000e-01 -2.971104312666773772e+00 1.420943642874459911e+01 8.070842653712793804e-05
1.186962944105478313e+00 3.565598533882873844e-01 1.442788914428378355e+01 -5.118970418539630085e-01 -1.271864396523783691e+00 5.352948481414530946e+00 3.807492077734099534e-02 1.533438991601700045e-02 6.510975001215017599e+00 1.966900022457135008e-02 1.387684856825986968e-01 2.599468501377875593e-02 1.387684856825986968e-01 -9.587402343750000000e-01 -3.133950896290737642e+00 1.420943642874459911e+01 4.808205949111875538e-05
1.186079529000751531e+00 5.041623624393272163e-01 1.242972263288502788e+01 -8.148573166538670698e-01 -1.214104991414700185e+00 5.342837664923984597e+00 3.973525391786222817e-04 1.572645171570776629e-02 5.514500706776514605e+00 2.121710121875795829e-02 1.503338199632973105e-01 2.605457035436418989e-02 1.503338199632973105e-01 -1.967956542968750000e+00 -2.951865689435892559e+00 1.420943642874459911e+01 2.102638383504427938e-05
1.186505942619005882e+00 3.858156802111524231e-01 1.390059504071176555e+01 -6.272909168133983249e-01 -1.243256842238155579e+00 5.296263934594463763e+00 2.806616134244403413e-02 3.796708686612891744e-03 6.393708144201562860e+00 1.805263937482473255e-02 1.393353890729394085e-01 2.659357139473019979e-02 1.393353890729394085e-01 -1.111877441406250000e+00 -3.137374306490715803e+00 1.420943642874459911e+01 4.111399221501199988e-05
1.186591721086730278e+00 3.168254833383918889e-01 1.501536352374800032e+01 -3.835421830247071062e-01 -1.264244901776196306e+00 6.060024257761481792e+00 8.424524800981556330e-03 1.206588024516924880e-02 1.160070321240476865e+01 1.982165837188590643e-02 1.422971569041067141e-01 2.748536394485338874e-02 1.422971569041067141e-01 -4.476181030273437500e+00 -2.766231716485800796e+00 1.420943642874459911e+01 2.060992180542914504e-06
1.185554477642065008e+00 3.280053995428469094e-01 1.467749320967584836e+01 -4.188252025679367607e-01 -1.267441914261532299e+00 5.100183908407299960e+00 5.401905150379961336e-03 3.424468556608764591e-02 2.399378704223929848e+00 2.001934095920178056e-02 1.438806741127645061e-01 2.637258966868175417e-02 1.438806741127645061e-01 -1.652389526367187500e+00 -3.311083165772215064e+00 1.420943642874459911e+01 2.012831564960457269e-05
1.185880324153348209e+00 2.610137219759467442e-01 1.657497363435679105e+01 -1.520554924542711905e-01 -1.338092592094977329e+00 5.389403432936781257e+00 2.624404631683359412e-02 2.709003702168739577e-02 5.206084765035321027e+00 1.738560857877995830e-02 1.397032274795855233e-01 2.667671881242210385e-02 1.397032274795855233e-01 -1.066207885742187500e+00 -3.192028848377753025e+00 1.420943642874459911e+01 4.074623816797305419e-05
1.186052020862884637e+00 2.468530487433401310e-01 1.619704472565202735e+01 -8.677796579392471621e-02 -1.310211355865979366e+00 5.191656559695336348e+00 1.558536488991172850e-02 4.244504996588820828e-02 2.343681142592630273e+00 1.848662982238540725e-02 1.484965878536722572e-01 2.679723138970157084e-02 1.484965878536722572e-01 -2.411560058593750000e+00 -3.317459608118001668e+00 1.420943642874459911e+01 9.361266469785558549e-06
1.186737969408939719e+00 2.470855762537292055e-01 1.629066315940869458e+01 9.694532899980053131e-02 -1.348790715747023139e+00 5.445920462758251368e+00 1.413074879205568520e-02 5.629554760400568188e-03 4.032017980874538665e+00 2.783991888057085057e-02 1.474464255184220196e-01 2.480093477760510895e-02 1.474464255184220196e-01 -8.971969604492187500e+00 -3.167418566093127108e+00 1.420943642874459911e+01 1.539383897858394689e-08
1.186514617281637429e+00 4.226764538397690396e-01 1.317856448164249095e+01 -7.027088772824801044e-01 -1.212732357087356494e+00 5.476643705122305583e+00 5.212369790466042999e-03 6.631458020550126502e-03 6.289457273130268256e+00 1.843310173059241330e-02 1.454222570245714552e-01 2.666135872028499096e-02 1.454222570245714552e-01 -8.937835693359375000e-01 -2.989158017810450652e+00 1.420943642874459911e+01 5.930292720914149949e-05
1.185676475397581697e+00 3.277503051987000759e-01 1.471229091297450964e+01 -3.875485915367803402e-01 -1.262448147079320071e+00 4.976308888166729005e+00 3.563489045894469714e-02 6.857563333890046367e-03 1.194554259307485111e+01 2.145609017006533392e-02 1.433937694655195161e-01 2.680055254145134389e-02 1.433937694655195161e-01 -3.274597167968750000e+00 -3.385340683427378927e+00 1.420943642874459911e+01 3.690132640174077835e-06
1.185886426945494732e+00 2.267009793060257850e-01 1.730989215280088089e+01 2.700327715853277355e-01 -1.381792264085352828e+00 6.272531387713871531e+00 3.453736948532109413e-03 1.297595755051001234e-02 9.418729166224741434e+00 2.210522694907859562e-02 1.424421135908086056e-01 2.538589825832716224e-02 1.424421135908086056e-01 -5.798889160156250000e+00 -2.712859690551382208e+00 1.420943642874459911e+01 5.791761616913448233e-07
1.187184243836182818e+00 1.951536975089641079e-01 1.720069338965431172e+01 5.566040473946707312e-01 -1.338914745949106200e+00 5.804593360439563199e+00 3.159189961328692786e-02 1.556457445046776494e-02 9.312813272456583746e+00 2.024492905279884000e-02 1.521463680257744144e-01 2.683771285766387363e-02 1.521463680257744144e-01 -2.437240600585937500e+00 -2.989807667836271055e+00 1.420943642874459911e+01 1.266132391922789110e-05
1.187141832920609374e+00 2.936267168550155127e-01 1.540532062452796858e+01 -2.822021793383948651e-01 -1.282634466341099344e+00 5.642557392270207473e+00 5.080687287109541834e-04 2.978189814036948102e-03 1.269471590290822149e+01 2.045706707357501999e-02 1.442972241133981814e-01 2.706349009854518498e-02 1.442972241133981814e-01 -7.676696777343750000e-01 -3.020776025529603448e+00 1.420943642874459911e+01 6.518012240657556711e-05
1.186517445403264981e+00 3.157603790546464895e-01 1.487105259597953832e+01 -4.107464842077138689e-01 -1.277197172127654268e+00 5.779258351653145276e+00 2.214760392987533133e-02 1.144033353856089208e-03 6.058861354613084949e+00 1.859314986550073684e-02 1.449814271718090630e-01 2.611245151981482146e-02 1.449814271718090630e-01 -1.441802978515625000e+00 -2.925324102315660646e+00 1.420943642874459911e+01 3.654239793827628784e-05
1.186707277164837038e+00 3.728700957985400799e-01 1.380807117528538974e+01 -5.293882689958864241e-01 -1.226638649786780499e+00 5.192792572165100040e+00 2.025688340058818399e-02 1.990700694957821260e-02 2.583632686177105064e+00 2.090726755211924290e-02 1.459065466048155013e-01 2.680292440082274880e-02 1.459065466048155013e-01 -1.585510253906250000e+00 -3.212043258826232428e+00 1.420943642874459911e+01 2.376102758097231813e-05
1.186144862148825307e+00 3.021242166886632385e-01 1.557208297286264198e+01 -3.396420380617289903e-01 -1.307248908792982611e+00 5.510516611802832365e+00 5.358624354610526039e-03 3.361120901932688337e-02 4.016008525606090451e+00 1.891961777691254787e-02 1.388299340759558964e-01 2.639444852578284526e-02 1.388299340759558964e-01 -8.697509765625000000e-02 -3.091129070699798032e+00 1.420943642874459911e+01 1.200005212224603777e-04
1.186282548769919787e+00 4.050513876024326998e-01 1.332309018936138045e+01 -6.424783786891651305e-01 -1.201003291217341618e+00 4.907771904194200729e+00 1.075207521695214705e-03 3.461858512425333018e-02 3.615474449866756257e-01 1.926390131114452328e-02 1.469514800402320631e-01 2.742020428947047200e-02 1.469514800402320631e-01 -3.571350097656250000e+00 -3.347430410972306092e+00 1.420943642874459911e+01 2.848577497579616315e-06
1.186704212704533301e+00 3.749650605521232527e-01 1.391837669139595768e+01 -5.084104513071816545e-01 -1.234155307879807761e+00 5.336858884997564445e+00 2.847779850521827555e-02 1.781309881704591647e-02 8.227653432174875547e+00 2.224497367716157456e-02 1.427584546308054980e-01 2.687137159471825534e-02 1.427584546308054980e-01 -2.678100585937500000e+00 -3.124946543818761580e+00 1.420943642874459911e+01 8.693304441110250410e-06
1.185575852294901811e+00 3.499004388499108442e-01 1.460591985633197787e+01 -4.934888701055222260e-01 -1.274624965821936851e+00 5.495834249645364267e+00 2.970397334867555528e-02 2.701865336523395431e-02 1.017753265005195296e+01 1.957343377671628276e-02 1.374658662863813552e-01 2.632449113091167928e-02 1.374658662863813552e-01 -3.213806152343750000e-01 -3.058264756259491346e+00 1.420943642874459911e+01 9.809681342864412100e-05
1.185579003296802325e+00 2.189356742604821882e-01 1.751207181437804650e+01 3.326318040511504481e-01 -1.371318952371815891e+00 5.372714209905174343e+00 5.008117956290100356e-03 2.736593215643552679e-02 6.037955895559133701e+00 1.901343670999513027e-02 1.426828997070237470e-01 2.640105065700919934e-02 1.426828997070237470e-01 -6.088409423828125000e-01 -3.227770479944781723e+00 1.420943642874459911e+01 6.211508240528773681e-05
1.186571441746443467e+00 2.747423052032818558e-01 1.643753055986848111e+01 -1.913738277453053138e-01 -1.320926254401759259e+00 5.635763852312972055e+00 3.895046046286580049e-02 1.754014379846895177e-02 1.085737278817813767e+01 1.890696686649602151e-02 1.368976010871155724e-01 2.764679788651452225e-02 1.368976010871155724e-01 -1.452346801757812500e+00 -3.039172134142673620e+00 1.420943642874459911e+01 3.226817075218673292e-05
1.185580356832433457e+00 4.987537548611614691e-01 1.282870514180456212e+01 -9.160252865272617839e-01 -1.218059187565170953e+00 5.599485714259293090e+00 3.622433461268848021e-02 3.060307333477446656e-02 4.745111556871187908e+00 1.672324182340897275e-02 1.348662706818902768e-01 2.729216360296006505e-02 1.348662706818902768e-01 -2.316360473632812500e+00 -2.811830777287029903e+00 1.420943642874459911e+01 1.707147605418909725e-05
1.185707751334502902e+00 3.232318848790776133e-01 1.480228949086557932e+01 -3.690550001602715957e-01 -1.281647251627452411e+00 5.709575303289041948e+00 2.480434255219973738e-02 1.629703122923450292e-02 1.079641475788451643e+01 2.162571471718213734e-02 1.434182676747849383e-01 2.583699509974769076e-02 1.434182676747849383e-01 -1.350570678710937500e+00 -2.959361157103204576e+00 1.420943642874459911e+01 3.869337585451300323e-05
1.187167208159983112e+00 4.294257481276056443e-01 1.312846978634929940e+01 -6.983810087662508659e-01 -1.215739963942736868e+00 5.548490521051061997e+00 8.940357742861388193e-03 1.508727185319864647e-02 9.050609084702804452e+00 1.929709637386705159e-02 1.449931063268550258e-01 2.647300210509316229e-02 1.449931063268550258e-01 -3.151855468750000000e-01 -2.938541121270736856e+00 1.420943642874459911e+01 1.112604207701250704e-04
1.185849812587726371e+00 2.467855147218001588e-01 1.626243173443798895e+01 -5.389315023064034094e-02 -1.318974481931419973e+00 5.794041768014741578e+00 4.642106435810395421e-02 3.234205336527373048e-02 9.169971991454699989e+00 1.965150408530512427e-02 1.477216588238818851e-01 2.648208291641944781e-02 1.477216588238818851e-01 -1.297027587890625000e+00 -2.968116988111234811e+00 1.420943642874459911e+01 4.046573953294359743e-05
1.185962871240723304e+00 3.092588906246765412e-01 1.494240287937617317e+01 -3.905062228094600130e-01 -1.267773914548386616e+00 4.991936761720697113e+00 2.670274045571670307e-02 2.333993579541046581e-02 2.590738663989803570e+00 1.849828339422054935e-02 1.458922431281877152e-01 2.676794933186002826e-02 1.458922431281877152e-01 -2.748382568359375000e+00 -3.391445100467313623e+00 1.420943642874459911e+01 6.207589062262778419e-06
1.185597491731290143e+00 2.703358228905021199e-01 1.626001032400469271e+01 -2.158637607583173690e-01 -1.307533677772209968e+00 4.821160079843216373e+00 5.522934098427013938e-02 2.629241923056383282e-02 1.505249208863158383e+00 1.749369606935314084e-02 1.403605650273440641e-01 2.783540094004047574e-02 1.403605650273440641e-01 -4.676010131835937500e+00 -3.524424840771186673e+00 1.420943642874459911e+01 7.907015275922019601e-07
1.186939183099602335e+00 3.132727065362414520e-01 1.543158541722615773e+01 -3.491508787953070403e-01 -1.310717727836908653e+00 6.082051305953077858e+00 2.951913699697527801e-02 3.160192078699586987e-02 1.110784349928568204e+01 2.043380646685295440e-02 1.371316603375966059e-01 2.599451233499705527e-02 1.371316603375966059e-01 -3.585556030273437500e+00 -2.756648722914751826e+00 1.420943642874459911e+01 5.070277254740076663e-06
1.185626333780301689e+00 3.061286731009637552e-01 1.524515206476815621e+01 -2.910778655022157047e-01 -1.334152321043169609e+00 5.742035567203453539e+00 1.724162779104729953e-02 3.337476153397662265e-02 7.303080844160714236e+00 2.231904808332354356e-02 1.421793393212196221e-01 2.388086071452750342e-02 1.421793393212196221e-01 -7.618164062500000000e+00 -2.955233958206366474e+00 1.420943642874459911e+01 7.369666247744713372e-08
1.185990228584421047e+00 2.980316460859935845e-01 1.516267576000640105e+01 -3.233076203101299395e-01 -1.296449113226842309e+00 5.176339469677838423e+00 6.654950765028803082e-03 7.552380661445105316e-03 4.092950061285147711e+00 1.957522477854043222e-02 1.461982641692223250e-01 2.551268223176780814e-02 1.461982641692223250e-01 -3.090606689453125000e+00 -3.290414201262283012e+00 1.420943642874459911e+01 4.877239404178668761e-06
1.186654987061780631e+00 2.425063570474838004e-01 1.671504952180157844e+01 -1.772527293521086733e-02 -1.342022662880220096e+00 5.658877440312319429e+00 1.688203287597353367e-03 3.649594274748917122e-02 8.841547515212024422e+00 1.828948983171443943e-02 1.440325240480037072e-01 2.639137462020134037e-02 1.440325240480037072e-01 -8.946533203125000000e-01 -3.047281646647277409e+00 1.420943642874459911e+01 5.590564101543939911e-05
1.186900133220825992e+00 2.433506494846608970e-01 1.675603711693175413e+01 4.652923569912803536e-02 -1.341618321571993011e+00 6.280228565368058291e+00 1.272774015756660861e-02 2.063410702229991414e-02 3.471421366826612065e+00 2.124541312061519610e-02 1.433688911914278163e-01 2.655755314884719262e-02 1.433688911914278163e-01 -5.277206420898437500e+00 -2.697838603042528316e+00 1.420943642874459911e+01 9.905996924546019846e-07
1.185668546165665749e+00 2.359037723408743403e-01 1.633264184781983275e+01 3.801567824697860143e-02 -1.329494152234456994e+00 6.073997122656719760e+00 3.653405664064306863e-02 4.708814077953984989e-02 1.818683033909726798e-01 2.090266756438268966e-02 1.500478334186050589e-01 2.578223702706849280e-02 1.500478334186050589e-01 -3.849731445312500000e+00 -2.817449062381172542e+00 1.420943642874459911e+01 3.663502829459923797e-06
1.186008927872059138e+00 5.220044409367035065e-01 1.253790555558751407e+01 -8.998204749909852751e-01 -1.232260304333665291e+00 5.709259474797827139e+00 4.577722689070358453e-02 3.071264222695026941e-02 5.301040499689754881e+00 1.927671660671177734e-02 1.425385991988897816e-01 2.592758501806512531e-02 1.425385991988897816e-01 -7.041473388671875000e-01 -2.709956256139669506e+00 1.420943642874459911e+01 9.477414686202709432e-05
1.185636306115855909e+00 2.325179299290655033e-01 1.659430807087258586e+01 8.504411737570793939e-02 -1.331420689252745593e+00 5.330531605123998595e+00 1.706095615034152607e-02 1.520959821648512275e-02 8.805686073063315078e+00 2.074270477090053855e-02 1.481165930463055336e-01 2.642003129693162519e-02 1.481165930463055336e-01 -1.209503173828125000e+00 -3.244684859064176141e+00 1.420943642874459911e+01 3.349553752526119639e-05
1.186181150969382037e+00 3.837392921468155693e-01 1.377669410981932607e+01 -5.895516449204004639e-01 -1.220341800720643022e+00 5.538913196432635466e+00 2.733808210557857332e-02 8.221583856305786017e-03 1.018146751684712825e+01 1.941486465679363380e-02 1.428040571090765098e-01 2.744741903820765300e-02 1.428040571090765098e-01 -8.810729980468750000e-01 -2.998362328452195413e+00 1.420943642874459911e+01 5.951122368655915027e-05
1.186471109133151902e+00 4.128966381576243405e-01 1.327445315534752801e+01 -6.452036676550867433e-01 -1.221217877972407884e+00 5.763585522144747841e+00 1.530140796886422794e-02 2.564316037125604492e-02 3.665296018505893372e+00 1.998590349342112271e-02 1.458150050154537469e-01 2.622683534384932791e-02 1.458150050154537469e-01 -7.538604736328125000e-01 -2.836027150693311683e+00 1.420943642874459911e+01 7.949647096701863863e-05
1.185926436961532549e+00 2.805040941253418296e-01 1.589314415436088979e+01 -1.925911115307996635e-01 -1.318703316732703579e+00 5.966989063587973874e+00 1.673729942369954829e-02 5.631529942635894043e-02 5.618444134502864173e+00 2.138178932630110940e-02 1.417135426975582035e-01 2.619465126256477830e-02 1.417135426975582035e-01 -2.585952758789062500e+00 -2.847438484733801012e+00 1.420943642874459911e+01 1.258126762282506494e-05
1.187634031603304052e+00 5.019647842044957509e-01 1.258849372297685321e+01 -9.069119017305711239e-01 -1.213586711980700894e+00 5.346353752897011091e+00 7.438843804071355176e-03 7.921193421824563111e-03 8.639080819766537189e+00 1.714185441057628281e-02 1.447443318000268819e-01 2.664407013572892696e-02 1.447443318000268819e-01 -2.471145629882812500e+00 -2.952046969124006548e+00 1.420943642874459911e+01 1.271023603249644699e-05
1.185624321242620960e+00 1.998203249527083780e-01 1.715791089986358742e+01 4.767445502407777758e-01 -1.357106406386687780e+00 5.541041812553502588e+00 3.985452807579412809e-02 2.770702449892286506e-02 6.933638766492492778e+00 2.002113090574323545e-02 1.511766497048163682e-01 2.576386252395331325e-02 1.511766497048163682e-01 -2.179550170898437500e+00 -3.139858929642769692e+00 1.420943642874459911e+01 1.410023063169222323e-05
1.185891714574223599e+00 2.163744292747033504e-01 1.774638084201459520e+01 4.735417058714772587e-01 -1.379369451884027598e+00 5.837221768843913416e+00 1.586614791999087703e-03 3.345803396101435651e-02 1.948730844774590187e-01 2.048632590639692247e-02 1.412696919198150880e-01 2.649167107770646068e-02 1.412696919198150880e-01 -1.291183471679687500e+00 -2.961447164957510481e+00 1.420943642874459911e+01 4.097530704248083649e-05
1.185921450919260156e+00 3.538985443441614587e-01 1.421467700890208974e+01 -5.153432697089185277e-01 -1.229557598409882768e+00 5.552587631025735604e+00 2.740158211107673533e-02 1.446462336874964130e-02 8.994949474162893921e+00 1.920097225638258895e-02 1.436350473143724882e-01 2.771018739373607917e-02 1.436350473143724882e-01 -1.405426025390625000e+00 -3.021257403317913592e+00 1.420943642874459911e+01 3.442960573021774598e-05
1.186652478031168911e+00 2.966566814828789367e-01 1.577597806771642652e+01 -3.650429059426033573e-01 -1.290702901773556288e+00 5.858569647250058132e+00 4.342524976178654267e-02 2.831851175894301367e-02 1.307862511952227802e+00 1.678786807714579069e-02 1.379477270736354511e-01 2.796528067259267114e-02 1.379477270736354511e-01 -4.029281616210937500e+00 -2.895715158900337816e+00 1.420943642874459911e+01 2.830924904214424692e-06
1.185919567254805074e+00 3.309051123204791445e-01 1.468003942236601134e+01 -4.127697088802673164e-01 -1.286949211959500960e+00 6.141807936982364602e+00 1.300714451668179110e-02 1.021804549162124917e-02 5.936971583161847477e+00 2.071825207154030443e-02 1.429195328314700753e-01 2.530033287417641358e-02 1.429195328314700753e-01 -4.392272949218750000e+00 -2.709102669532047702e+00 1.420943642874459911e+01 2.373165305246751951e-06
1.185930892609859066e+00 3.139546762598810492e-01 1.539856573957702501e+01 -3.951108013502130367e-01 -1.293915710760634497e+00 5.647936635202579048e+00 6.592000321908314878e-03 1.207008624468406711e-02 4.636812039474723868e+00 1.848514093858990778e-02 1.371901011724415698e-01 2.694675904310893724e-02 1.371901011724415698e-01 -3.112640380859375000e-01 -3.002377819315465768e+00 1.420943642874459911e+01 1.047900052144457554e-04
1.185638953210180535e+00 4.361552807329276971e-01 1.353625112446797019e+01 -7.249510689398190877e-01 -1.270571021909783660e+00 5.476006532295854434e+00 2.336188247371048451e-02 4.485524795104034977e-03 8.995972459427292733e+00 1.909313267281424406e-02 1.305542017930236831e-01 2.507275384952672645e-02 1.305542017930236831e-01 -6.022140502929687500e+00 -2.973233331640777966e+00 1.420943642874459911e+01 3.570878032651144844e-07
