# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.187131876353982207e+00 4.380960403896345667e-01 1.503438590945168940e+01 -7.257662750555284870e-01 -1.334044501581455933e+00 -1.009235156583743409e+00 5.734845795205009367e+00 2.365258436101419504e-02 2.049848691321777550e-02 7.921819400904787756e+00 1.970833440908242862e-02 1.512759739453534702e-01 2.609460358673455077e-02 1.512759739453534702e-01 -2.051528930664062500e+00 -3.395786858351254711e+00 1.477175290103884997e+01 5.301206411396812895e-05
1.185666095159009004e+00 3.444875889040204253e-01 1.585161136080741606e+01 -4.774035022183346078e-01 -1.323765980670730702e+00 -2.969962264600826130e-01 5.556362270019449490e+00 1.585209468954294071e-02 3.402691958415546801e-03 3.699240295112089960e+00 1.872184920965471247e-02 1.370886244977825019e-01 2.729013408388757805e-02 1.370886244977825019e-01 -6.846618652343750000e-01 -3.603638329464919909e+00 1.477175290103884997e+01 1.689385613904684149e-04
1.186727994694385613e+00 4.254853278627552249e-01 1.253391451667293666e+01 -6.531319412304376071e-01 -1.160370493088144217e+00 2.653725583638715246e-01 5.292830623068335960e+00 1.518147051868530550e-02 1.139872167455608515e-02 8.983329648286566993e+00 2.036574749847687091e-02 1.441620960013319519e-01 2.694179726769500849e-02 1.441620960013319519e-01 -1.071441650390625000e+00 -3.668315644273800746e+00 1.477175290103884997e+01 1.075631381508995878e-04
1.185997676153778269e+00 5.222007364885795644e-01 1.311477874784706721e+01 -9.299814191959434595e-01 -1.262408313611415478e+00 -3.305302129432546865e-01 5.458413207583381777e+00 9.417071704978002139e-03 1.923912263592651717e-02 2.019060184909170719e+00 1.857988310525985481e-02 1.383178074769478849e-01 2.621584354581664444e-02 1.383178074769478849e-01 -4.462280273437500000e-01 -3.429641379914235788e+00 1.477175290103884997e+01 2.551791619150070817e-04
1.185907197638588650e+00 6.059062016434938469e-01 1.256016332467481433e+01 -1.118825334940919625e+00 -1.252250515803900566e+00 -8.001489352170854108e-02 5.604659882939822424e+00 3.693907122018644067e-03 1.457586225454336748e-02 5.323664340889313173e+00 1.803136195015191123e-02 1.446199335548153664e-01 2.674327411715820071e-02 1.446199335548153664e-01 -1.045959472656250000e+00 -3.178194271741663357e+00 1.477175290103884997e+01 1.801304943896766294e-04
1.185918652376932281e+00 2.045075399638868197e-01 1.561578649419701925e+01 1.462646211330398405e-01 -1.275843034583270752e+00 1.463264262942842731e-01 5.892805161071287934e+00 1.029970592890315680e-03 1.338139724371256245e-03 6.577910178304886557e+00 2.147416724799141793e-02 1.548723573380059726e-01 2.533938738243697239e-02 1.548723573380059726e-01 -4.220214843750000000e+00 -3.511633214235383438e+00 1.477175290103884997e+01 5.397777223067109020e-06
1.185726069829779128e+00 5.962167314238143723e-01 1.301349120746327159e+01 -1.107041102914963826e+00 -1.285425964998423654e+00 -4.292406239842057047e-01 5.931062660755600291e+00 1.259200110730598551e-03 1.615648996365017420e-04 8.818504949064649878e+00 1.809022475693828486e-02 1.363388104371304199e-01 2.594306873175581882e-02 1.363388104371304199e-01 -2.338211059570312500e+00 -3.014415512115065976e+00 1.477175290103884997e+01 5.827707141291820641e-05
1.186232472046676367e+00 3.853555709015224484e-01 1.617333868616259451e+01 -6.068231129014299841e-01 -1.364809043950105938e+00 -7.824824335742978088e-01 5.770390269556318508e+00 1.094349710206548101e-02 1.291959505578944324e-02 5.223272756964044028e+00 1.828367072327619428e-02 1.397721346737726411e-01 2.638194191213840897e-02 1.397721346737726411e-01 -8.295440673828125000e-01 -3.439107885734998593e+00 1.477175290103884997e+01 1.722907313372084226e-04
1.185967953046569212e+00 6.054761539553773497e-01 1.200998123023496156e+01 -1.060733099090117149e+00 -1.228828402423791655e+00 4.451749739442225628e-01 5.462607455189798067e+00 9.429189620250615555e-04 8.419803377865969427e-03 1.049387044076404862e+01 1.977246110456161443e-02 1.419785057049283705e-01 2.629853309691144309e-02 1.419785057049283705e-01 -2.432250976562500000e-01 -3.261329711847400059e+00 1.477175290103884997e+01 3.699176790955704562e-04
1.185842664649599199e+00 2.065040618200930378e-01 1.518426826805202090e+01 5.384747462964645237e-02 -1.221987841290890664e+00 2.912121426810937441e-01 6.047424688172508667e+00 5.121222946322447414e-03 1.892274412440231660e-02 2.128949670329226329e+00 1.974250566516167621e-02 1.483885952691602617e-01 2.680211911752307385e-02 1.483885952691602617e-01 -3.743957519531250000e+00 -3.423897389174940020e+00 1.477175290103884997e+01 9.487549809778577392e-06
1.185683399788312054e+00 3.808072420979122796e-01 1.323928540773641060e+01 -5.326394322087562028e-01 -1.212146353156636769e+00 2.778947839957068844e-01 5.221656261336912408e+00 1.040785661212181509e-02 7.534524881703506989e-03 6.201278275691591624e+00 2.150313260384308436e-02 1.365405657219768698e-01 2.548926464055940519e-02 1.365405657219768698e-01 -4.170562744140625000e+00 -3.762824842401156111e+00 1.477175290103884997e+01 4.412527766429751300e-06
1.186493667487527048e+00 4.510674371268851846e-01 1.586731442079526033e+01 -8.061306876172880109e-01 -1.371759944241389029e+00 -1.457451633875533670e+00 5.633254583951807781e+00 1.015023562106910464e-02 3.632524339516410034e-03 1.696317782037572330e+00 1.761665238617308310e-02 1.368162993743121669e-01 2.612268726011279449e-02 1.368162993743121669e-01 -9.494628906250000000e-01 -3.437248464682011839e+00 1.477175290103884997e+01 1.531049977992859478e-04
1.186226281553732775e+00 2.414826511315668056e-01 1.752880548799279126e+01 1.628765907823583881e-01 -1.383178125137219272e+00 -2.009489338586457619e-01 5.787484957293377086e+00 1.660583685666802700e-02 1.959212651800874144e-02 4.390226459369896972e+00 2.095253950667613427e-02 1.498833430500188801e-01 2.619837219688308724e-02 1.498833430500188801e-01 -1.533889770507812500e+00 -3.550194419243870136e+00 1.477175290103884997e+01 7.622969704008121766e-05
1.186280717383635608e+00 5.018237401005242182e-01 1.259581394741360505e+01 -8.428949496269166897e-01 -1.208295569192035623e+00 1.705082928342949167e-02 5.129624241203604385e+00 1.180669812301389857e-02 1.821789148683911758e-02 2.721754925657882573e+00 1.985281889727493615e-02 1.426787892362550991e-01 2.702617596261187513e-02 1.426787892362550991e-01 -1.669891357421875000e+00 -3.656752905816867294e+00 1.477175290103884997e+01 5.981108658779865167e-05
1.186913769951052799e+00 2.381796316667136870e-01 1.749450201553168327e+01 1.320609116523157045e-01 -1.354338239473837913e+00 -4.284889321360202397e-02 5.186367875579928288e+00 9.332694731507531951e-04 6.305117954764447030e-03 7.886056311694168208e+00 1.870120622496746279e-02 1.402265357731203588e-01 2.781543193474092859e-02 1.402265357731203588e-01 -2.450942993164062500e+00 -3.900594521380425395e+00 1.477175290103884997e+01 2.146229740973555042e-05
