# mc delta_mc R14 log_alpha_dyn log_f_disk beta_phi theta a1z a2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186297908830636905e+00 1.166633049154581353e-01 2.743358907575070305e+01 2.214753946323819278e+00 -8.169691467333471957e-01 -5.401920392376471369e-01 5.447308291794174195e+00 1.681646339031130089e-02 1.008982320689102465e-02 3.735477222041787115e+00 2.015849126830492055e-02 1.474523881654103419e-01 2.696624403932608785e-02 1.474523881654103419e-01 -8.720855712890625000e-01 -3.513812360228122156e+00 1.353159261583332729e+01 6.170181914011688606e-05
1.185927332317845417e+00 5.880922630622586328e-02 3.777016741853673665e+01 3.383597539112630947e+00 -8.136282977715265652e-01 -8.677482576812499682e-01 5.513237744919091021e+00 4.657125334455284454e-03 1.129192002848734486e-02 1.610498321424878299e+01 2.099036558672759401e-02 1.500810978473497426e-01 2.718059330977396978e-02 1.500810978473497426e-01 -1.781677246093750000e+00 -3.488120815292766075e+00 1.353159261583332729e+01 2.549323911434631570e-05
1.186250612979635966e+00 1.044726789382625087e-01 2.911951527889845437e+01 2.400905543285770882e+00 -8.247231381225388347e-01 -4.536737351085673442e-01 5.772219190030556391e+00 1.427898214325339608e-02 3.327708917927969107e-02 4.188206027953157218e+00 1.932578485281419983e-02 1.377351004720260563e-01 2.649102454576908461e-02 1.377351004720260563e-01 -7.996826171875000000e-01 -3.330105551977340372e+00 1.353159261583332729e+01 7.971224211613361823e-05
1.185884998269712831e+00 1.839587284273948020e-01 1.323170659552598316e+01 4.413802554619784546e-01 -7.595223973752385227e-01 7.656898780610776889e-01 4.918026614597319046e+00 2.991903561778864063e-03 3.606152915616822868e-03 3.572909957289684829e-02 1.771754263608995086e-02 1.394969553430688569e-01 2.735211000725225328e-02 1.394969553430688569e-01 -3.531234741210937500e+00 -3.802994744592991250e+00 1.353159261583332729e+01 3.234847738181080489e-06
1.186002157775810417e+00 1.188881995182964613e-01 2.142987616722428257e+01 1.636788625167656663e+00 -8.178496383894605648e-01 -4.601066835372424890e-02 5.419950026983702429e+00 2.932013286803293248e-02 1.194918973824015199e-02 8.466530522051199270e+00 2.068949979908215470e-02 1.413257072599952702e-01 2.689509377294321824e-02 1.413257072599952702e-01 -8.135070800781250000e-01 -3.529364382732463667e+00 1.353159261583332729e+01 6.441457212943285660e-05
1.186279898295316659e+00 1.751125004963903498e-01 2.893009607313952358e+01 2.046712855201638259e+00 -8.225458014553181929e-01 -7.639178992081265829e-01 5.533820308270374078e+00 5.702413872139053611e-03 1.323895329055769458e-03 3.651597116930290099e+00 1.888049652178439355e-02 1.357581159441716145e-01 2.662036688679156327e-02 1.357581159441716145e-01 -3.291015625000000000e-01 -3.442689222720180187e+00 1.353159261583332729e+01 1.140253235815517240e-04
1.185760244965534005e+00 2.582304479739885306e-01 2.248624057980758906e+01 6.953290526550415240e-01 -8.189158131505096527e-01 -9.199318294218556957e-01 5.516250818040945525e+00 2.265567313236109895e-02 1.514042568807845088e-02 6.033921074835087994e-01 2.034011184747483783e-02 1.427251995055178468e-01 2.679160194982168827e-02 1.427251995055178468e-01 -3.540191650390625000e-01 -3.407860935090793131e+00 1.353159261583332729e+01 1.151610110807277566e-04
1.186395656214766836e+00 5.484157235107256501e-02 2.245231073766645480e+01 1.901401835180918543e+00 -8.188557778814713473e-01 -2.142719959359984383e-02 5.657837796641671524e+00 1.358809109892910108e-02 1.101474366155260655e-02 6.137489095839317343e+00 2.076576240791533703e-02 1.428748166240811912e-01 2.684228933464366876e-02 1.428748166240811912e-01 -7.028808593750000000e-01 -3.404895580465933325e+00 1.353159261583332729e+01 8.148629982301958694e-05
1.185886087610571016e+00 2.723172137219916911e-01 1.838631285496854773e+01 5.665596598521072114e-02 -8.209223178753691785e-01 -3.592932772817865050e-01 5.447042584876365723e+00 4.570088908262047098e-03 5.323145875060497634e-03 5.029194789869119830e+00 1.805429286889739110e-02 1.392044875879841215e-01 2.649408711634323663e-02 1.392044875879841215e-01 -4.487152099609375000e-01 -3.438298503877414092e+00 1.353159261583332729e+01 1.016156574253292860e-04
1.187466397492045411e+00 2.986829730128352789e-02 2.959122980911236667e+01 2.558646465084901678e+00 -8.153778366090883578e-01 -3.154396725186426886e-01 5.049461187811516538e+00 9.888008247935321793e-03 1.761997538496791124e-02 7.073382674245893398e+00 1.797530432459814448e-02 1.374585096182745492e-01 2.706875297460237945e-02 1.374585096182745492e-01 -2.566940307617187500e+00 -3.762956893391400381e+00 1.353159261583332729e+01 8.831405229720007722e-06
1.185652599404088070e+00 5.372351130776525235e-02 1.407200888893970259e+01 1.044227279619172277e+00 -8.219408593123489482e-01 8.591568714996229428e-01 5.639867923801470617e+00 4.657078821464112270e-03 3.681285235670775282e-03 8.351574585266001716e-01 1.859661192340247848e-02 1.347368144485986130e-01 2.592784436591575800e-02 1.347368144485986130e-01 -1.135208129882812500e+00 -3.415983712139257111e+00 1.353159261583332729e+01 5.230120984548543625e-05
1.186146342594384784e+00 9.326826966239169792e-02 2.014085948258679792e+01 1.575787867536911468e+00 -8.193052811058360030e-01 1.018454511926064482e-01 5.659752823118967768e+00 2.431552694525814656e-02 2.470052165290262738e-02 5.291905557561783269e+00 1.983282315259615736e-02 1.422564533656923424e-01 2.679843222985664811e-02 1.422564533656923424e-01 -3.024291992187500000e-01 -3.397137318348085522e+00 1.353159261583332729e+01 1.225654077198477278e-04
1.185792729153043457e+00 2.268602455400563489e-01 3.438981614559361333e+01 2.221887189174763577e+00 -8.304266666268736996e-01 -1.980936271517544256e+00 5.462837179703773138e+00 2.598243492331108948e-02 1.716418051982130169e-02 3.297948242790956552e+00 2.146785072344795098e-02 1.538426426798225888e-01 2.614229226658747879e-02 1.538426426798225888e-01 -2.542968750000000000e+00 -3.458243559911983844e+00 1.353159261583332729e+01 1.226805875726381149e-05
1.185871255868545582e+00 9.143880136516377433e-02 2.789350685111779171e+01 2.258964686477845429e+00 -8.287859509925087353e-01 -2.748069283964340581e-01 6.177925577666693258e+00 2.006354924133187459e-02 2.522035079542241445e-02 4.207261072223315246e+00 1.676915382712300048e-02 1.328746021471479966e-01 2.624382177342869660e-02 1.328746021471479966e-01 -5.934082031250000000e+00 -3.105919293990169638e+00 1.353159261583332729e+01 5.875523211727263687e-07
