# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185656257710772543e+00 4.736808384028517310e-02 1.659603796406864618e+01 3.984190606866021556e-01 -1.956830125690206312e+00 5.929857376090708954e+00 9.130594950967405032e-02 7.852887091449518853e-02 3.059052746185999538e-01 2.124519125531679556e-02 1.791851452786054621e-01 1.428719107043692114e-04 1.791851452786054621e-01 -5.330579741210925704e+00 -6.645443140675768134e+00 1.699982999109069937e+01 1.316538861832437824e-05
1.185629565335832858e+00 4.823553234092161496e-02 1.608625807757463022e+01 2.027619002598745279e+00 -2.509884582931339869e-01 5.669383729523524984e+00 6.410674009440754662e-02 1.017729829365690009e-01 6.368484601970146208e+00 2.444161820522551196e-02 1.836655290536528540e-01 7.414741314527364090e-03 1.836655290536528540e-01 -8.017476125976543244e+00 -6.793318892967832312e+00 1.699982999109069937e+01 7.732283817201174474e-07
1.185516687709066597e+00 4.769548067474541075e-02 1.673119701776431967e+01 2.522278602968278660e-01 3.761788723078351993e+00 5.932961707090444570e+00 6.808792991340258116e-02 7.940889684455330888e-02 1.697224510761747851e+00 2.326807229027679988e-02 1.779951312378696970e-01 1.000000000000000056e-01 1.779951312378696970e-01 -3.465109016015617271e+00 -6.643776487762465877e+00 1.699982999109069937e+01 8.517676536612233935e-05
1.185650112000327105e+00 4.649367581966573626e-02 1.613175087405350538e+01 2.274076299802687551e+00 1.506676544250048488e+00 5.480748184994865824e+00 8.432907390080961185e-02 7.278394839100511826e-02 2.010428314892289237e+00 2.878706976951209487e-02 1.833456097643852978e-01 1.000000000000000056e-01 1.833456097643852978e-01 -1.255060926601561277e+01 -6.902342225869073644e+00 1.699982999109069937e+01 7.451519568725745510e-09
1.185511294035038521e+00 4.793974622109375971e-02 1.670575507866640308e+01 2.913496731663471895e-01 3.781273545156996096e+00 5.637637375199130219e+00 8.218092714943825428e-02 6.629041169921398580e-02 7.485764408920447366e+00 2.444340611080115730e-02 1.781966601129036931e-01 1.000000000000000056e-01 1.781966601129036931e-01 -3.448547950195319345e+00 -6.811670817341210160e+00 1.699982999109069937e+01 7.321464182635311301e-05
1.185560859684258839e+00 4.865827573518131943e-02 1.600855121026225092e+01 2.235342395540530269e+00 1.308321232105406295e+00 5.957368554029701002e+00 8.071553584317452124e-02 9.684943022816094871e-02 3.141883644474980919e+00 2.296144724817003255e-02 1.843501139225459107e-01 1.000000000000000056e-01 1.843501139225459107e-01 -6.612383213476533683e+00 -6.629906278924393881e+00 1.699982999109069937e+01 3.711086537715044149e-06
1.185623747642009507e+00 4.680115834847790174e-02 1.670967340780544674e+01 2.365599305410422126e-01 6.659971904221891670e+00 5.257084854011252695e+00 9.647056548352032912e-02 7.281328932088793060e-02 1.746152731694011528e+00 1.919933113690446350e-02 1.782405475457962130e-01 1.000000000000000056e-01 1.782405475457962130e-01 -9.172976095312492362e+00 -7.033227438099013185e+00 1.699982999109069937e+01 1.915532693794767073e-07
1.185537168526910046e+00 4.643625646897532599e-02 1.618670610303993129e+01 1.456512196989516283e+00 -1.215142597976176742e+00 5.803014791011550599e+00 9.783347526801290661e-02 7.137459143848254306e-02 6.560753990912753686e+00 2.107532201127962357e-02 1.828355360072985158e-01 7.704505370072935568e-04 1.828355360072985158e-01 -6.279726554882785194e+00 -6.717358221254001727e+00 1.699982999109069937e+01 4.742333989264198734e-06
1.185532993435607585e+00 4.840920563885880989e-02 1.602012158338197523e+01 2.361848658030415660e+00 -3.598470515531714486e+00 5.439104568997664479e+00 8.133786323990688238e-02 6.981743618825865527e-02 6.213323961700448983e+00 2.467690071744894909e-02 1.842531425328226002e-01 3.346208452379301771e-06 1.842531425328226002e-01 -9.375254493945305967e+00 -6.926442420830562163e+00 1.699982999109069937e+01 1.741074361236661538e-07
1.185533250105357483e+00 4.680869394544820428e-02 1.689756986974123265e+01 1.276171555276100489e-01 3.613029147823871856e+00 6.058064167091381513e+00 1.012338071214413798e-01 7.783280823584871888e-02 5.300822513904889455e+00 2.388850629151888921e-02 1.766509230999647184e-01 1.000000000000000056e-01 1.766509230999647184e-01 -2.505161148046852304e+00 -6.573783477060718639e+00 1.699982999109069937e+01 2.385716222887856357e-04
1.185517216082223824e+00 4.660160836044401067e-02 1.665368605369946664e+01 4.365303121979429157e-01 3.788299253516086207e+00 5.308798619223773940e+00 7.879265748431707461e-02 7.340338298739690348e-02 1.841618011320732329e+00 2.808151297832931631e-02 1.787159488391823481e-01 1.000000000000000056e-01 1.787159488391823481e-01 -7.859869601367194036e+00 -7.002896730177862850e+00 1.699982999109069937e+01 7.340690816599389959e-07
1.185563406041512335e+00 4.702109437659023755e-02 1.637007074557348218e+01 9.998404712165379626e-01 9.859139311375729742e-01 5.818129313090388166e+00 1.019860279661595620e-01 7.947442510531599336e-02 7.826914888798978787e+00 2.458391904414107543e-02 1.811661400402982958e-01 1.000000000000000056e-01 1.811661400402982958e-01 -1.650370744531244327e+00 -6.708691700869691132e+00 1.699982999109069937e+01 4.900717201518032260e-04
1.185509980123111706e+00 4.747944988368479891e-02 1.624365887702247946e+01 1.361314455496454245e+00 3.532331931674486114e+00 5.921012207121401971e+00 8.397543466884196950e-02 8.016740400039444603e-02 5.653964533705124751e-01 2.371477799270740178e-02 1.822624605980674994e-01 1.000000000000000056e-01 1.822624605980674994e-01 -4.666259075976540771e+00 -6.650533493337471569e+00 1.699982999109069937e+01 2.545269481770387379e-05
1.185501658745662601e+00 4.710720406199915555e-02 1.646007022432388567e+01 6.437987702616884134e-01 1.433207278263439077e+00 5.882564534411402590e+00 8.833447642843397785e-02 7.873808442334465085e-02 6.065116538411918334e+00 2.110181677500688052e-02 1.803616220076929566e-01 1.000000000000000056e-01 1.803616220076929566e-01 -3.371627219140606257e+00 -6.672264595760727168e+00 1.699982999109069937e+01 9.089658016698180353e-05
1.185548858850135501e+00 4.920460900389059949e-02 1.618924809551569410e+01 1.287935181616604474e+00 -8.546981870232791545e-01 5.938136826742461238e+00 6.520071644309115289e-02 8.664473080574536246e-02 7.313051833754591335e+00 2.065551650413499293e-02 1.826630858455577933e-01 1.891498654901675779e-03 1.826630858455577933e-01 -6.538257422070302027e+00 -6.640662048104179149e+00 1.699982999109069937e+01 3.953869514335776259e-06
1.185550481750553775e+00 4.758533367610074533e-02 1.622281003116509268e+01 1.460764037633730306e+00 1.720207280346315870e-01 5.903737973194766120e+00 9.553655892376793080e-02 8.854562143652482120e-02 2.916282789103011197e+00 2.416059087168538275e-02 1.824494100762539261e-01 1.932926550598441581e-02 1.824494100762539261e-01 -3.309816688476558966e+00 -6.660221340825897229e+00 1.699982999109069937e+01 9.786374598497920088e-05
1.185614293474077430e+00 4.577685208328932664e-02 1.674626646012207232e+01 3.410140298932099467e-01 9.369397549123976709e-01 5.627662854982001583e+00 7.964408996809838048e-02 9.755272076418619598e-02 7.301326848486288768e+00 3.081719973858630668e-02 1.779853787047407931e-01 1.000000000000000056e-01 1.779853787047407931e-01 -7.245630273046828052e+00 -6.817560010559025940e+00 1.699982999109069937e+01 1.633008321556445887e-06
1.185512787634494858e+00 4.476978677361273529e-02 1.656148569622107658e+01 6.213434022479470409e-01 -1.537710056499606681e+00 6.041612843215961703e+00 9.672774681668140639e-02 5.078830708605489713e-02 3.811607723247470325e+00 2.626763632767171314e-02 1.796061106811149832e-01 3.517896567393057625e-04 1.796061106811149832e-01 -7.144546979296876543e+00 -6.583205217376908003e+00 1.699982999109069937e+01 2.283848587202703682e-06
1.185520272036552747e+00 4.844696660005158584e-02 1.614498590036293280e+01 1.466721896726091545e+00 3.009358369414859347e+00 5.780775617578456149e+00 8.267004235998308415e-02 8.748465616980961868e-02 4.588230854095055378e+00 2.049338157125511067e-02 1.831036544886848194e-01 1.000000000000000056e-01 1.831036544886848194e-01 -6.225060062304663688e+00 -6.729782077945011487e+00 1.699982999109069937e+01 4.946954096784303122e-06
1.185584541005266779e+00 4.645125336055345999e-02 1.677584205551745100e+01 2.258477495255231116e-01 1.170188531430975537e-01 5.560288831427099510e+00 8.354550202135727077e-02 1.008114572225626698e-01 4.003804625622305657e+00 2.385692688310224463e-02 1.776953255110325092e-01 1.655869797849324893e-02 1.776953255110325092e-01 -3.394854067578108925e+00 -6.856333980300085784e+00 1.699982999109069937e+01 7.387881720857786662e-05
1.185518785003868203e+00 4.535786152091899476e-02 1.661359739528051804e+01 5.712964036233130205e-01 9.993104469415754920e+00 5.582269691962393310e+00 7.959703792167072134e-02 6.692623225327679060e-02 7.507774998774505271e+00 2.993097647386663493e-02 1.791268995046684243e-01 1.000000000000000056e-01 1.791268995046684243e-01 -8.002666907617197012e+00 -6.843823931259178650e+00 1.699982999109069937e+01 7.461141716176323822e-07
1.185562208408327267e+00 4.627210833681386082e-02 1.709666520370753062e+01 5.159178272371617996e-02 1.415891978597272116e+00 5.702507050076707884e+00 7.358221361018045525e-02 8.852684041636073309e-02 4.193044593581933377e+00 2.660077127656852378e-02 1.750499638141583270e-01 1.000000000000000056e-01 1.750499638141583270e-01 -4.015302888476554699e+00 -6.774633713736332830e+00 1.699982999109069937e+01 4.310666352201998549e-05
