# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.185512136705017872e+00 3.474499480917531743e-03 1.166194741578477689e+01 2.473017744151849939e+00 -2.843212802769385927e+00 5.832343284120245386e+00 6.323553806003624767e-02 9.187396425219922225e-02 5.097430315110001331e+00 1.220878288036373119e-02 2.403384500315993710e-01 2.029493317844111204e-05 2.403384500315993710e-01 -3.617040659374993083e+00 -6.703317389997813791e+00 1.921546957968777036e+01 1.505069266106539140e-04
1.185532211167035221e+00 7.120528191249428721e-03 1.161243933947585205e+01 2.433995907249837831e+00 -3.456642603850951012e+00 6.136454209298881857e+00 7.399149989100299585e-02 9.408996855960968797e-02 2.449356427397375136e+00 1.191029263306648753e-02 2.411885021989269018e-01 4.824408275608170055e-06 2.411885021989269018e-01 -2.637709337500012907e+00 -6.532762201237084732e+00 1.921546957968777036e+01 4.752759666527936640e-04
1.185510330108160870e+00 4.485111482658463503e-03 1.164520979890718699e+01 2.449247298267637429e+00 -2.921820986414840782e+00 6.078388511129519500e+00 6.128202873329900713e-02 9.768056483590366323e-02 6.324640575335314097e+00 1.205276634429213248e-02 2.406250656752940142e-01 1.668449089825338049e-05 2.406250656752940142e-01 -2.432408197656258153e+00 -6.565084653406038306e+00 1.921546957968777036e+01 5.650274451375742173e-04
1.185601302216577446e+00 1.496753531731699225e-03 1.167735135392073609e+01 2.481845083528208207e+00 -5.181969448650778354e-01 5.548248436941533690e+00 7.822332161138915996e-02 7.392555922693185011e-02 6.398841558887498060e+00 1.228341891926881292e-02 2.400910206892948318e-01 4.196436772944553417e-03 2.400910206892948318e-01 -6.354621333984368903e+00 -6.865866506936371572e+00 1.921546957968777036e+01 8.280300960085231247e-06
1.185573607669267560e+00 2.188079430988434503e-03 1.168006099876422255e+01 2.349158832715185774e+00 -2.139655485156391368e+00 6.309933627415081681e+00 8.429747025780391645e-02 7.331930898270991315e-02 7.972688581496440108e+00 1.163603421970667642e-02 2.400388800905693398e-01 1.034068180277320789e-04 2.400388800905693398e-01 -4.305196441406252461e+00 -6.437182690275206731e+00 1.921546957968777036e+01 9.869043429896704747e-05
1.185507158417363538e+00 3.326898570049432145e-03 1.163476491156477266e+01 2.360618133253271189e+00 -3.852971806391179310e+00 6.130661311264463009e+00 7.225657243862652901e-02 8.550015198111142467e-02 3.738588529037301100e+00 1.158063041328601626e-02 2.408083367726546187e-01 1.827420832485674546e-06 2.408083367726546187e-01 -7.690064447656254742e+00 -6.536043970840274220e+00 1.921546957968777036e+01 3.029079378868980719e-06
1.185592788774160189e+00 6.537161527567925644e-03 1.162261078756904986e+01 2.453469241279536472e+00 -3.639963825988546731e+00 5.849459018144296252e+00 8.314096615835989135e-02 8.334467519907169664e-02 4.167555058161237724e+00 1.202746702008195868e-02 2.410242718626476877e-01 3.190421561046688193e-06 2.410242718626476877e-01 -3.816596779687500884e+00 -6.693518830289954202e+00 1.921546957968777036e+01 1.244932560937906936e-04
1.185581078327185178e+00 1.121273352516309867e-03 1.169940744452769543e+01 2.475413272951247468e+00 -4.208386090134600188e+00 5.655933294171471282e+00 8.074696457301674957e-02 7.508770046157942080e-02 2.217658684512269218e-02 1.230765365770871735e-02 2.397087960085336755e-01 9.003885856869837227e-07 2.397087960085336755e-01 -5.786221390625030381e+00 -6.803867273040141939e+00 1.921546957968777036e+01 1.555338800189326741e-05
1.185574540811118016e+00 5.842460741048574775e-03 1.163116625894170930e+01 2.466362826429253641e+00 -1.402701117390439345e+00 6.229070452037104744e+00 7.497976423921992595e-02 8.590207402782895629e-02 8.574543873876239175e-01 1.210832487258985818e-02 2.408751661307715897e-01 5.523588996267263847e-04 2.408751661307715897e-01 -2.374460839062521700e+00 -6.481558353106122716e+00 1.921546957968777036e+01 6.508947562058723952e-04
1.185586746585892248e+00 2.950495261688215395e-03 1.166953553822310141e+01 2.455594750255534642e+00 -3.451405019964305598e+00 6.044007460643148200e+00 8.776545557152451438e-02 7.895625891126097085e-02 1.768549133826915920e+00 1.213888398083918033e-02 2.402212286805398556e-01 5.015932360578259422e-06 2.402212286805398556e-01 -2.121203074218755091e+00 -6.584203116155265434e+00 1.921546957968777036e+01 7.566955297468319500e-04
1.185500516018969552e+00 3.149521894787204145e-03 1.165943622689774983e+01 2.498007793998296311e+00 -1.810501500016080012e+00 6.200197468894408814e+00 8.391803830354424565e-02 8.882064635082730086e-02 6.541478416928487860e-01 1.232350046287278116e-02 2.403805095582518536e-01 2.151323236956875090e-04 2.403805095582518536e-01 0.000000000000000000e+00 -6.497570837084096773e+00 1.921546957968777036e+01 6.882906646581578476e-03
1.185504252478509324e+00 5.405704232921861377e-03 1.163968762534351242e+01 2.456928502679028181e+00 -3.028808744667404351e+00 6.099865209948985623e+00 8.512111351203587029e-02 7.710742489845710812e-02 6.137263810065943126e+00 1.208322333581205062e-02 2.407168944779602970e-01 1.322246326104680753e-05 2.407168944779602970e-01 -3.487443645703137918e+00 -6.553128467938042157e+00 1.921546957968777036e+01 1.990975773226141073e-04
1.185531212434852044e+00 5.712981547098670843e-03 1.162615255832128014e+01 2.459662910094709165e+00 -4.447785216593950430e+00 6.080911036203385578e+00 7.286130607774055079e-02 8.152948581579716469e-02 4.377838629741161114e+00 1.206037261742734859e-02 2.409553183795262177e-01 4.894301608102057089e-07 2.409553183795262177e-01 -3.614561157421888993e+00 -6.563647434914990697e+00 1.921546957968777036e+01 1.734966974190153409e-04
