# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186036332666341231e+00 3.254987942344282348e-01 1.190407873383098192e+01 3.849473011355714763e-02 -9.438064175914926413e-01 5.873674889257729959e+00 2.971233430707729758e-02 4.277767450964579943e-02 6.359365579613331931e+00 2.341644676415222462e-02 2.036193577083958983e-01 1.513500624116233826e-03 2.036193577083958983e-01 -1.917419433593750000e+00 -6.545109517995714832e+00 1.798789580108916297e+01 4.530918373204844080e-04
1.185663614624058670e+00 3.274369857718679722e-01 1.190530134396178852e+01 4.843899859261516228e-02 2.181087538527413994e+00 6.070188424896059587e+00 4.610655440998622130e-03 3.886553865395028784e-02 4.846706221715952445e+00 3.249144984606151809e-02 2.031334451183639533e-01 1.000000000000000056e-01 2.031334451183639533e-01 -6.579513549804687500e+00 -6.433455825620670865e+00 1.798789580108916297e+01 4.785805802444442068e-06
1.185877555457098387e+00 3.305000932242007639e-01 1.194917477898221847e+01 3.270662801925061647e-02 1.114547125597497468e+00 5.569700222871357909e+00 2.281332218889502075e-03 4.431865277934438074e-02 4.825852236694966990e+00 2.558774071421693677e-02 2.014680874253650389e-01 1.000000000000000056e-01 2.014680874253650389e-01 -2.171890258789062500e+00 -6.714441537980737174e+00 1.798789580108916297e+01 2.965725839912905937e-04
1.185921327653671087e+00 3.251111147630356135e-01 1.188856990116596712e+01 4.212690177502066702e-02 4.243846751006956630e+00 5.939051243777716316e+00 4.271334080329452186e-03 1.404731060984807517e-02 3.860074110685341786e+00 2.518917661830010618e-02 2.040655884548341348e-01 1.000000000000000056e-01 2.040655884548341348e-01 -2.848068237304687500e+00 -6.508689358687884230e+00 1.798789580108916297e+01 1.852796289845572814e-04
1.185631286568282761e+00 3.313808912658430250e-01 1.194970626363365263e+01 3.284960575506562508e-02 1.126747742152494736e+00 6.244838268863858843e+00 3.565694636951628749e-02 1.953483689533317552e-02 7.702407896438018930e+00 2.690020803147019288e-02 2.012232296291811551e-01 1.000000000000000056e-01 2.012232296291811551e-01 -2.556900024414062500e+00 -6.333282056394992310e+00 1.798789580108916297e+01 2.954328907839169388e-04
1.186111386633601272e+00 3.327413309566139010e-01 1.197258114498256276e+01 3.087574781919092889e-02 -3.552919537673796313e+00 6.215050326236982947e+00 2.994096264544506350e-02 2.942982719975065567e-02 2.910257063039222380e+00 2.717581466952442154e-02 2.004911217480316865e-01 3.708289741534867936e-06 2.004911217480316865e-01 -2.239578247070312500e+00 -6.348065908655420309e+00 1.798789580108916297e+01 3.998060810542346678e-04
1.186111398728034505e+00 3.284501439172056725e-01 1.192644862596619504e+01 3.675284462733651586e-02 -4.737123070085763610e-02 5.911582277633705473e+00 2.178091386319204459e-02 2.027866949877600924e-02 7.795298295923902110e+00 2.595405846967858282e-02 2.025092813619573384e-01 1.161871614592029263e-02 2.025092813619573384e-01 -1.368026733398437500e+00 -6.521061983484074176e+00 1.798789580108916297e+01 8.039483863486607132e-04
1.185703495750817016e+00 3.327111547734276642e-01 1.195425164350953651e+01 3.510075642843658861e-02 7.161409065501505022e-01 5.708348503884130842e+00 2.841583554709018258e-02 2.646015710826633838e-02 2.847798233576961380e+00 3.088360787734683796e-02 2.008717649148931139e-01 6.554645327733409077e-02 2.008717649148931139e-01 -3.395416259765625000e+00 -6.632966253328228312e+00 1.798789580108916297e+01 9.465524348717582325e-05
1.185984762502740431e+00 3.301600959534093382e-01 1.193649329393659464e+01 3.557416073144289287e-02 1.618113108083857776e+00 5.687473293116255491e+00 3.742228258913980060e-02 6.245223913026435106e-03 1.993538832067072164e-01 2.742581964471279762e-02 2.018936362659671246e-01 1.000000000000000056e-01 2.018936362659671246e-01 -1.942916870117187500e+00 -6.646951082658040910e+00 1.798789580108916297e+01 3.989179813135986202e-04
1.186447116446744054e+00 3.164745696851616330e-01 1.182532307573088737e+01 7.146891784955972104e-02 5.520991593210321291e+00 5.645452420575644226e+00 4.650900570379714466e-02 4.968136911934855487e-02 3.138029232727895135e+00 2.838059329102446751e-02 2.073904344410940626e-01 1.000000000000000056e-01 2.073904344410940626e-01 -6.470306396484375000e+00 -6.682513462531424864e+00 1.798789580108916297e+01 4.161201808818534377e-06
1.186376155213074490e+00 3.328942173897927459e-01 1.196730996241367961e+01 3.245711776562225370e-02 2.165917351434585747e+00 5.567955711438292710e+00 1.112411601682346610e-02 3.164497933889043324e-02 1.101661127686181629e+00 2.889406536650235627e-02 2.006715213716928070e-01 1.000000000000000056e-01 2.006715213716928070e-01 -2.681610107421875000e+00 -6.712886674388963471e+00 1.798789580108916297e+01 1.784176242858221708e-04
1.185672860352455338e+00 3.269625391517933521e-01 1.191067205312988264e+01 3.624900212294250579e-02 2.920126495997330096e+00 5.862986223090725701e+00 1.135041460971519291e-02 2.065363432041252001e-02 2.051570135903600267e+00 2.369352527434628528e-02 2.030824042604812973e-01 1.000000000000000056e-01 2.030824042604812973e-01 -1.334121704101562500e+00 -6.550175431042853269e+00 1.798789580108916297e+01 8.078098145415103489e-04
1.186506617742917546e+00 3.284790291617509794e-01 1.193339265188309639e+01 3.657523506713164507e-02 -7.682106557147461157e-01 6.010103701895369355e+00 2.728604967873005625e-03 3.778869902130015807e-02 1.327365727433924114e+00 2.589594148589561759e-02 2.024260230985458486e-01 2.214337344129866346e-03 2.024260230985458486e-01 -1.499038696289062500e+00 -6.465376999093195742e+00 1.798789580108916297e+01 7.456140391564236754e-04
1.185746334060190810e+00 3.244995005667121735e-01 1.188481228330308959e+01 4.205364336323549890e-02 1.912193404506252081e+00 5.832326115104945252e+00 4.033295762852250228e-03 3.701410376273794878e-02 5.146768970317350700e+00 2.436434402248364994e-02 2.042292695242538536e-01 1.000000000000000056e-01 2.042292695242538536e-01 -2.365463256835937500e+00 -6.569624000958516064e+00 1.798789580108916297e+01 2.824598820678040929e-04
1.186674414376894138e+00 3.311723003460758097e-01 1.196059026904851663e+01 3.199598942791989642e-02 1.812112213046276621e-01 5.898320326269441694e+00 7.557244135850973120e-03 4.660545598522156802e-02 1.642259222601221147e+00 2.602799110207859590e-02 2.012527398338963547e-01 1.962522737546169502e-02 2.012527398338963547e-01 -4.094238281250000000e-01 -6.525646829698533935e+00 1.798789580108916297e+01 2.087146560580985938e-03
1.185733324354651286e+00 3.306578616193524001e-01 1.193590544443335588e+01 3.055740569217144792e-02 3.264657719053685181e+00 5.727843975379127706e+00 9.648136878526157936e-03 2.198518114487263767e-02 1.570232475673169148e+00 2.415764593666563931e-02 2.017494692422244773e-01 1.000000000000000056e-01 2.017494692422244773e-01 -1.776931762695312500e+00 -6.623640358815687357e+00 1.798789580108916297e+01 4.820518430232037044e-04
