# mc delta_mc R14 alpha_dyn log_f_disk theta s1z s2z sigma_sys md vd mw vw lnL lnp lnps weights
1.186577248198825263e+00 4.657699614238147018e-02 1.641960513252245946e+01 7.916715538918546180e-01 -2.601836034886745863e-01 5.916267627678958974e+00 4.239646062481661898e-02 4.175602514454801462e-02 3.888300102159822025e+00 2.231094763513708640e-02 1.808765903815170994e-01 6.955291853715537230e-03 1.808765903815170994e-01 -3.563919067382812500e+00 -6.652408126570202640e+00 1.234728253479062765e+01 5.356050254696231035e-06
1.186667075079364864e+00 4.772806837804306757e-02 1.672155859708373882e+01 2.484363103731783984e-01 -1.218107735366291688e+00 5.655685253707871674e+00 2.115866538567498512e-02 2.443948698101624292e-03 7.933322382244748283e+00 2.204582790232071168e-02 1.782127269946995329e-01 7.882409281868582671e-04 1.782127269946995329e-01 -2.171539306640625000e+00 -6.800358834393469110e+00 1.234728253479062765e+01 1.859059603932394189e-05
1.186307711157868150e+00 4.670775103496201119e-02 1.639163577520452719e+01 1.010334852746377576e+00 7.935649052028593609e+00 6.065967057644862770e+00 3.953718773243230372e-02 3.071644190675050165e-02 7.238116700468050446e+00 2.622220807211003354e-02 1.810833213185996660e-01 1.000000000000000056e-01 1.810833213185996660e-01 -4.577239990234375000e+00 -6.568735768679117903e+00 1.234728253479062765e+01 2.113992301364435424e-06
1.185980433303481796e+00 4.815513800505032832e-02 1.655875115267458852e+01 4.667165509044782779e-01 8.970557228806704586e+00 6.016628626080348319e+00 3.778064020292334207e-02 9.351708984291200871e-03 2.568703860876532907e+00 2.241917352948309336e-02 1.795022932858348907e-01 1.000000000000000056e-01 1.795022932858348907e-01 -2.500854492187500000e+00 -6.596394569412204589e+00 1.234728253479062765e+01 1.640038717882680283e-05
1.186420192520030836e+00 4.772144359967971095e-02 1.699564572895948089e+01 6.481496398476108145e-02 3.123071899824502395e+00 5.432137227638727417e+00 3.828183211204307795e-02 6.159975257512578795e-03 3.036909172840347004e+00 2.072655322340416148e-02 1.758934536195023712e-01 1.000000000000000056e-01 1.758934536195023712e-01 -2.942138671875000000e+00 -6.929832867870786117e+00 1.234728253479062765e+01 7.557817551652475103e-06
1.186000469206391017e+00 4.602921237007023825e-02 1.618291744805994270e+01 1.537740816941622901e+00 3.223399937398979898e+00 5.813164875780198138e+00 4.002450819198904997e-02 5.396983974902020559e-02 8.344162052320820422e-01 2.172984696287008285e-02 1.829485298791254655e-01 1.000000000000000056e-01 1.829485298791254655e-01 -6.050827026367187500e+00 -6.711250801832727930e+00 1.234728253479062765e+01 4.199902326444115873e-07
1.186837389357524142e+00 4.820077510895927342e-02 1.610226328222143266e+01 1.824280632522497170e+00 4.083776465447031434e+00 5.714640905052846165e+00 2.456609041075024855e-02 8.722915095804334440e-03 5.126740912807796313e+00 2.280339323732377341e-02 1.836709266981084721e-01 1.000000000000000056e-01 1.836709266981084721e-01 -4.500411987304687500e+00 -6.766403159159985137e+00 1.234728253479062765e+01 1.873369831681233734e-06
1.186260189740024673e+00 4.855345373848193868e-02 1.667764455683479952e+01 2.926537115920334609e-01 2.785557748377984311e+00 5.963256368271229846e+00 1.103959947388735707e-02 2.230503154360844939e-02 5.484445309160689952e+00 2.249035554123685401e-02 1.784910676170488042e-01 1.000000000000000056e-01 1.784910676170488042e-01 -2.115936279296875000e+00 -6.626022314052368856e+00 1.234728253479062765e+01 2.339670993165347373e-05
1.185873586627405052e+00 4.729837088025886510e-02 1.639711107849308291e+01 9.042609890311258392e-01 7.533821888611214490e+00 6.297665572917314769e+00 5.277503779263297695e-02 1.497434342499080057e-02 5.044227853553577390e+00 2.441162245867095279e-02 1.809499062674172487e-01 1.000000000000000056e-01 1.809499062674172487e-01 -4.937026977539062500e+00 -6.440968902101160687e+00 1.234728253479062765e+01 1.676248272394371258e-06
1.186132473561833045e+00 4.735056624443801515e-02 1.690472432410699355e+01 1.092380206539957793e-01 -1.951583966599059528e+00 5.670852829908995751e+00 2.436302429130943539e-02 3.985591349972822384e-02 4.514263310637971038e+00 2.170931363224183966e-02 1.766319245000779747e-01 1.444096813956926293e-04 1.766319245000779747e-01 -1.657699584960937500e+00 -6.792154472699060364e+00 1.234728253479062765e+01 3.133388020987501856e-05
